Gmag,G_BPbrmag,G_BPftmag,G_RPmag,logAge,MH
15.030,17.999,18.045,13.571,10.04139,-0.30000
14.513,17.433,17.480,13.061,10.04139,-0.30000
13.503,15.819,15.866,12.150,10.04139,-0.30000
12.833,14.805,14.852,11.548,10.04139,-0.30000
12.337,14.095,14.143,11.102,10.04139,-0.30000
11.618,13.133,13.180,10.448,10.04139,-0.30000
10.969,12.325,12.373,9.851,10.04139,-0.30000
10.481,11.748,11.795,9.395,10.04139,-0.30000
10.303,11.540,11.588,9.228,10.04139,-0.30000
10.068,11.270,11.318,9.007,10.04139,-0.30000
9.633,10.762,10.809,8.603,10.04139,-0.30000
9.196,10.247,10.294,8.201,10.04139,-0.30000
9.155,10.199,10.247,8.163,10.04139,-0.30000
8.629,9.576,9.624,7.687,10.04139,-0.30000
8.042,8.884,8.932,7.159,10.04139,-0.30000
7.456,8.182,8.229,6.644,10.04139,-0.30000
6.840,7.427,7.472,6.125,10.04139,-0.30000
6.768,7.341,7.386,6.063,10.04139,-0.30000
6.311,6.806,6.847,5.671,10.04139,-0.30000
6.279,6.769,6.809,5.643,10.04139,-0.30000
6.136,6.604,6.643,5.518,10.04139,-0.30000
5.989,6.436,6.474,5.390,10.04139,-0.30000
5.850,6.279,6.315,5.268,10.04139,-0.30000
5.760,6.177,6.212,5.188,10.04139,-0.30000
5.755,6.172,6.207,5.184,10.04139,-0.30000
5.636,6.040,6.074,5.078,10.04139,-0.30000
5.524,5.916,5.948,4.977,10.04139,-0.30000
5.414,5.794,5.826,4.879,10.04139,-0.30000
5.312,5.681,5.712,4.787,10.04139,-0.30000
5.273,5.639,5.669,4.752,10.04139,-0.30000
5.166,5.522,5.551,4.655,10.04139,-0.30000
5.059,5.406,5.434,4.557,10.04139,-0.30000
4.954,5.294,5.320,4.460,10.04139,-0.30000
4.857,5.189,5.215,4.369,10.04139,-0.30000
4.773,5.100,5.125,4.292,10.04139,-0.30000
4.754,5.079,5.105,4.274,10.04139,-0.30000
4.640,4.959,4.983,4.167,10.04139,-0.30000
4.530,4.842,4.866,4.063,10.04139,-0.30000
4.425,4.733,4.757,3.963,10.04139,-0.30000
4.323,4.627,4.650,3.864,10.04139,-0.30000
4.228,4.530,4.552,3.772,10.04139,-0.30000
4.216,4.517,4.540,3.761,10.04139,-0.30000
4.209,4.511,4.534,3.754,10.04139,-0.30000
4.152,4.453,4.475,3.698,10.04139,-0.30000
4.023,4.324,4.346,3.568,10.04139,-0.30000
3.895,4.200,4.223,3.438,10.04139,-0.30000
3.873,4.178,4.201,3.414,10.04139,-0.30000
3.777,4.090,4.114,3.309,10.04139,-0.30000
3.693,4.022,4.048,3.209,10.04139,-0.30000
3.657,4.006,4.034,3.151,10.04139,-0.30000
3.648,4.018,4.048,3.121,10.04139,-0.30000
3.639,4.033,4.065,3.088,10.04139,-0.30000
3.598,4.012,4.046,3.029,10.04139,-0.30000
3.514,3.943,3.978,2.931,10.04139,-0.30000
3.485,3.918,3.953,2.899,10.04139,-0.30000
3.454,3.889,3.924,2.865,10.04139,-0.30000
3.434,3.870,3.905,2.843,10.04139,-0.30000
3.318,3.761,3.797,2.723,10.04139,-0.30000
3.197,3.644,3.680,2.597,10.04139,-0.30000
3.096,3.546,3.582,2.494,10.04139,-0.30000
2.993,3.445,3.481,2.388,10.04139,-0.30000
2.861,3.317,3.353,2.254,10.04139,-0.30000
2.753,3.210,3.247,2.143,10.04139,-0.30000
2.653,3.113,3.150,2.040,10.04139,-0.30000
2.525,2.989,3.026,1.909,10.04139,-0.30000
2.424,2.892,2.929,1.806,10.04139,-0.30000
2.327,2.797,2.835,1.706,10.04139,-0.30000
2.227,2.701,2.739,1.603,10.04139,-0.30000
2.102,2.580,2.618,1.473,10.04139,-0.30000
1.977,2.460,2.499,1.344,10.04139,-0.30000
1.857,2.346,2.384,1.220,10.04139,-0.30000
1.740,2.233,2.273,1.098,10.04139,-0.30000
1.621,2.120,2.159,0.974,10.04139,-0.30000
1.502,2.007,2.047,0.851,10.04139,-0.30000
1.392,1.903,1.943,0.736,10.04139,-0.30000
1.279,1.796,1.837,0.618,10.04139,-0.30000
1.170,1.693,1.734,0.504,10.04139,-0.30000
1.063,1.592,1.633,0.392,10.04139,-0.30000
0.960,1.497,1.538,0.284,10.04139,-0.30000
0.858,1.402,1.444,0.175,10.04139,-0.30000
0.839,1.384,1.426,0.156,10.04139,-0.30000
0.916,1.453,1.494,0.238,10.04139,-0.30000
0.969,1.501,1.543,0.296,10.04139,-0.30000
0.928,1.463,1.504,0.252,10.04139,-0.30000
0.821,1.364,1.406,0.138,10.04139,-0.30000
0.714,1.266,1.308,0.024,10.04139,-0.30000
0.611,1.171,1.214,-0.085,10.04139,-0.30000
0.505,1.075,1.118,-0.198,10.04139,-0.30000
0.405,0.984,1.028,-0.305,10.04139,-0.30000
0.303,0.891,0.936,-0.414,10.04139,-0.30000
0.205,0.803,0.848,-0.519,10.04139,-0.30000
0.107,0.715,0.761,-0.624,10.04139,-0.30000
0.010,0.628,0.674,-0.729,10.04139,-0.30000
-0.086,0.542,0.588,-0.832,10.04139,-0.30000
-0.182,0.456,0.503,-0.935,10.04139,-0.30000
-0.272,0.376,0.423,-1.032,10.04139,-0.30000
-0.364,0.294,0.341,-1.131,10.04139,-0.30000
-0.453,0.214,0.262,-1.227,10.04139,-0.30000
-0.543,0.135,0.183,-1.323,10.04139,-0.30000
-0.631,0.057,0.105,-1.418,10.04139,-0.30000
-0.716,-0.019,0.030,-1.510,10.04139,-0.30000
-0.803,-0.094,-0.044,-1.605,10.04139,-0.30000
-0.884,-0.162,-0.112,-1.695,10.04139,-0.30000
-0.968,-0.232,-0.182,-1.787,10.04139,-0.30000
-1.050,-0.299,-0.249,-1.878,10.04139,-0.30000
-1.127,-0.362,-0.312,-1.966,10.04139,-0.30000
-1.206,-0.426,-0.376,-2.054,10.04139,-0.30000
-1.282,-0.486,-0.435,-2.140,10.04139,-0.30000
-1.354,-0.541,-0.490,-2.222,10.04139,-0.30000
