Gmag,G_BPbrmag,G_BPftmag,G_RPmag
14.479,17.303,17.346,13.066
13.700,15.946,15.991,12.373
12.751,14.434,14.481,11.539
12.137,13.567,13.615,10.997
11.687,12.978,13.026,10.594
11.553,12.814,12.862,10.471
11.034,12.188,12.236,9.995
10.480,11.550,11.598,9.477
10.444,11.508,11.556,9.443
10.198,11.231,11.279,9.212
9.995,11.004,11.051,9.020
9.619,10.585,10.633,8.666
9.212,10.126,10.174,8.286
8.751,9.603,9.650,7.859
8.230,9.003,9.049,7.385
7.628,8.290,8.334,6.854
7.001,7.540,7.581,6.320
6.514,6.976,7.011,5.897
6.421,6.871,6.905,5.816
6.297,6.729,6.762,5.707
6.136,6.547,6.578,5.565
5.988,6.381,6.410,5.434
5.873,6.254,6.282,5.332
5.786,6.158,6.184,5.254
5.643,6.000,6.026,5.126
5.508,5.852,5.875,5.004
5.382,5.714,5.737,4.890
5.323,5.650,5.672,4.837
5.261,5.582,5.604,4.780
5.141,5.454,5.474,4.670
5.031,5.335,5.355,4.568
4.920,5.217,5.236,4.465
4.816,5.107,5.125,4.368
4.716,5.001,5.019,4.274
4.676,4.959,4.977,4.236
4.545,4.823,4.840,4.111
4.416,4.690,4.707,3.987
4.285,4.556,4.573,3.860
4.192,4.462,4.478,3.769
4.124,4.393,4.410,3.701
4.006,4.276,4.292,3.582
3.906,4.178,4.195,3.479
3.900,4.173,4.189,3.473
3.852,4.126,4.143,3.423
3.764,4.044,4.061,3.329
3.665,3.955,3.974,3.217
3.587,3.893,3.913,3.121
3.542,3.865,3.886,3.059
3.501,3.842,3.865,2.999
3.447,3.804,3.829,2.928
3.370,3.739,3.765,2.838
3.268,3.647,3.674,2.727
3.252,3.632,3.659,2.709
3.138,3.523,3.551,2.590
3.033,3.423,3.450,2.482
2.907,3.300,3.328,2.351
2.806,3.202,3.230,2.248
2.675,3.075,3.103,2.114
2.569,2.971,3.000,2.006
2.470,2.874,2.903,1.904
2.369,2.776,2.805,1.801
2.266,2.676,2.705,1.695
2.168,2.581,2.610,1.595
2.069,2.484,2.513,1.493
1.946,2.365,2.395,1.367
1.847,2.268,2.298,1.265
1.721,2.147,2.178,1.135
1.600,2.030,2.061,1.010
1.483,1.918,1.950,0.889
1.367,1.806,1.838,0.768
1.259,1.703,1.735,0.656
1.150,1.599,1.631,0.542
1.042,1.496,1.529,0.430
0.939,1.398,1.431,0.323
0.838,1.302,1.336,0.217
0.742,1.212,1.246,0.116
0.649,1.124,1.159,0.018
0.558,1.039,1.074,-0.078
0.478,0.964,1.000,-0.161
0.415,0.905,0.940,-0.228
0.437,0.925,0.961,-0.203
0.493,0.976,1.011,-0.143
0.478,0.962,0.997,-0.159
0.378,0.869,0.905,-0.265
0.274,0.772,0.809,-0.375
0.171,0.676,0.713,-0.485
0.070,0.583,0.620,-0.592
-0.031,0.490,0.528,-0.699
-0.127,0.403,0.441,-0.802
-0.226,0.313,0.353,-0.908
-0.322,0.227,0.267,-1.012
-0.418,0.140,0.182,-1.115
-0.510,0.058,0.100,-1.214
-0.603,-0.025,0.018,-1.313
-0.692,-0.104,-0.060,-1.410
-0.781,-0.183,-0.138,-1.506
-0.867,-0.259,-0.213,-1.599
-0.954,-0.335,-0.289,-1.693
-1.038,-0.408,-0.362,-1.786
-1.119,-0.478,-0.431,-1.874
-1.203,-0.550,-0.503,-1.966
-1.300,-0.633,-0.585,-2.073
-1.376,-0.697,-0.649,-2.158
-1.455,-0.763,-0.715,-2.245
-1.546,-0.840,-0.791,-2.346
-1.620,-0.901,-0.852,-2.428
-1.694,-0.962,-0.912,-2.510
-1.780,-1.032,-0.982,-2.608
-1.865,-1.099,-1.048,-2.704
-1.936,-1.154,-1.103,-2.783
-2.015,-1.215,-1.164,-2.873
-2.093,-1.274,-1.223,-2.963
-2.171,-1.332,-1.281,-3.052
-2.248,-1.389,-1.337,-3.140
-2.317,-1.438,-1.386,-3.221
-2.387,-1.486,-1.434,-3.303
-2.454,-1.532,-1.479,-3.381
-2.517,-1.567,-1.515,-3.458
-2.576,-1.599,-1.547,-3.530
-2.631,-1.628,-1.575,-3.598
-2.681,-1.646,-1.594,-3.663
-2.731,-1.664,-1.612,-3.727
-2.778,-1.681,-1.629,-3.787
-2.808,-1.686,-1.634,-3.829
0.452,0.843,0.871,-0.102
0.419,0.813,0.841,-0.137
0.410,0.805,0.833,-0.146
0.407,0.801,0.829,-0.149
0.406,0.799,0.827,-0.149
0.408,0.800,0.827,-0.146
0.411,0.801,0.829,-0.142
0.414,0.803,0.830,-0.137
0.418,0.805,0.832,-0.132
0.421,0.806,0.834,-0.127
0.424,0.808,0.835,-0.123
0.426,0.809,0.836,-0.119
0.428,0.810,0.837,-0.116
0.430,0.810,0.837,-0.113
0.431,0.810,0.837,-0.111
0.431,0.810,0.837,-0.111
0.431,0.810,0.837,-0.110
0.431,0.809,0.836,-0.110
0.430,0.808,0.835,-0.110
0.428,0.806,0.833,-0.112
0.426,0.804,0.831,-0.114
0.423,0.801,0.828,-0.118
0.418,0.797,0.824,-0.123
0.417,0.796,0.823,-0.124
0.412,0.792,0.818,-0.130
0.405,0.786,0.813,-0.138
0.397,0.779,0.806,-0.147
0.388,0.771,0.798,-0.158
0.378,0.763,0.790,-0.169
0.367,0.753,0.781,-0.182
0.355,0.743,0.771,-0.195
0.350,0.739,0.766,-0.201
0.337,0.727,0.755,-0.216
0.316,0.710,0.738,-0.240
0.272,0.672,0.701,-0.290
0.202,0.611,0.641,-0.369
0.124,0.544,0.574,-0.456
0.047,0.477,0.508,-0.542
-0.039,0.402,0.435,-0.638
-0.120,0.331,0.365,-0.728
-0.200,0.262,0.296,-0.817
-0.272,0.198,0.233,-0.897
-0.314,0.162,0.197,-0.944
-0.390,0.096,0.132,-1.028
-0.476,0.021,0.059,-1.123
-0.532,-0.027,0.011,-1.185
-0.544,-0.038,0.001,-1.198
-0.501,-0.001,0.037,-1.151
-0.503,-0.002,0.036,-1.153
-0.588,-0.075,-0.036,-1.247
-0.678,-0.152,-0.112,-1.347
-0.762,-0.224,-0.183,-1.441
-0.851,-0.300,-0.258,-1.540
-0.938,-0.375,-0.332,-1.636
-1.024,-0.448,-0.404,-1.731
-1.107,-0.518,-0.473,-1.824
-1.188,-0.586,-0.540,-1.914
-1.268,-0.653,-0.607,-2.004
-1.347,-0.719,-0.672,-2.093
-1.421,-0.775,-0.728,-2.179
-1.450,-0.790,-0.742,-2.218
-1.515,-0.834,-0.786,-2.297
-1.582,-0.881,-0.832,-2.378
-1.655,-0.937,-0.888,-2.462
-1.728,-0.993,-0.943,-2.546
-1.801,-1.050,-1.000,-2.630
-1.879,-1.112,-1.061,-2.716
-1.961,-1.181,-1.130,-2.806
-2.046,-1.262,-1.211,-2.893
-2.163,-1.398,-1.347,-2.999
-2.360,-1.674,-1.624,-3.144
30.002,30.760,30.806,29.166
