Gmag,G_BPbrmag,G_BPftmag,G_RPmag
14.069,16.459,16.500,12.726
13.663,15.738,15.781,12.373
13.209,14.976,15.021,11.982
12.269,13.600,13.648,11.166
11.698,12.870,12.918,10.654
11.283,12.373,12.422,10.273
10.654,11.651,11.699,9.686
10.084,11.018,11.066,9.149
9.649,10.541,10.589,8.736
9.405,10.273,10.321,8.504
9.293,10.152,10.199,8.398
8.871,9.682,9.729,8.003
8.371,9.114,9.160,7.543
8.110,8.808,8.852,7.312
7.781,8.421,8.464,7.022
7.123,7.648,7.686,6.453
6.539,6.981,7.014,5.939
6.489,6.925,6.957,5.895
6.288,6.698,6.727,5.718
6.105,6.492,6.519,5.556
5.973,6.345,6.370,5.438
5.930,6.298,6.323,5.400
5.768,6.119,6.142,5.254
5.619,5.955,5.976,5.121
5.480,5.802,5.823,4.997
5.427,5.744,5.764,4.949
5.391,5.705,5.724,4.917
5.285,5.589,5.608,4.820
5.181,5.478,5.495,4.726
5.079,5.368,5.384,4.632
4.978,5.259,5.275,4.539
4.841,5.113,5.129,4.412
4.835,5.107,5.122,4.406
4.721,4.988,5.002,4.300
4.609,4.870,4.885,4.194
4.494,4.750,4.764,4.084
4.332,4.583,4.596,3.929
4.171,4.417,4.430,3.773
4.096,4.341,4.354,3.701
3.986,4.229,4.242,3.593
3.982,4.225,4.238,3.589
3.921,4.163,4.177,3.528
3.788,4.032,4.046,3.394
3.664,3.912,3.926,3.265
3.639,3.888,3.902,3.238
3.545,3.800,3.815,3.136
3.435,3.703,3.718,3.011
3.354,3.637,3.653,2.913
3.295,3.595,3.613,2.834
3.240,3.559,3.578,2.759
3.177,3.511,3.533,2.679
3.099,3.445,3.467,2.589
3.017,3.371,3.394,2.498
2.970,3.329,3.352,2.448
2.951,3.310,3.333,2.428
2.843,3.207,3.231,2.315
2.743,3.111,3.135,2.212
2.623,2.995,3.019,2.088
2.503,2.877,2.902,1.964
2.370,2.748,2.773,1.828
2.242,2.623,2.648,1.697
2.124,2.507,2.533,1.576
2.024,2.410,2.436,1.474
1.905,2.294,2.320,1.352
1.781,2.173,2.200,1.225
1.657,2.053,2.080,1.097
1.539,1.939,1.966,0.975
1.422,1.826,1.854,0.855
1.309,1.717,1.744,0.738
1.194,1.606,1.634,0.619
1.083,1.499,1.528,0.504
0.970,1.391,1.420,0.387
0.862,1.287,1.317,0.275
0.758,1.188,1.217,0.167
0.654,1.088,1.118,0.058
0.553,0.993,1.023,-0.047
0.451,0.897,0.928,-0.153
0.354,0.804,0.836,-0.255
0.259,0.714,0.746,-0.355
0.168,0.629,0.661,-0.450
0.090,0.555,0.588,-0.533
0.035,0.503,0.536,-0.590
0.093,0.557,0.589,-0.528
