Gmag,G_BPbrmag,G_BPftmag,G_RPmag,logAge,MH
14.481,17.308,17.351,13.068,10.04139,-0.75000
14.265,16.920,16.965,12.874,10.04139,-0.75000
13.702,15.950,15.995,12.375,10.04139,-0.75000
13.339,15.356,15.401,12.054,10.04139,-0.75000
12.754,14.439,14.486,11.542,10.04139,-0.75000
12.140,13.572,13.620,11.000,10.04139,-0.75000
11.691,12.984,13.032,10.598,10.04139,-0.75000
11.042,12.197,12.245,10.002,10.04139,-0.75000
10.453,11.518,11.566,9.452,10.04139,-0.75000
10.003,11.012,11.060,9.028,10.04139,-0.75000
9.626,10.592,10.640,8.672,10.04139,-0.75000
9.220,10.135,10.182,8.293,10.04139,-0.75000
8.901,9.773,9.820,7.998,10.04139,-0.75000
8.762,9.616,9.663,7.869,10.04139,-0.75000
8.248,9.023,9.069,7.401,10.04139,-0.75000
7.658,8.326,8.370,6.881,10.04139,-0.75000
7.047,7.594,7.634,6.359,10.04139,-0.75000
6.821,7.329,7.367,6.165,10.04139,-0.75000
6.481,6.938,6.973,5.869,10.04139,-0.75000
6.370,6.811,6.845,5.772,10.04139,-0.75000
6.188,6.605,6.636,5.613,10.04139,-0.75000
6.023,6.419,6.448,5.467,10.04139,-0.75000
5.953,6.341,6.369,5.405,10.04139,-0.75000
5.931,6.316,6.344,5.385,10.04139,-0.75000
5.765,6.133,6.159,5.237,10.04139,-0.75000
5.610,5.961,5.985,5.098,10.04139,-0.75000
5.470,5.808,5.831,4.973,10.04139,-0.75000
5.436,5.770,5.793,4.942,10.04139,-0.75000
5.338,5.663,5.685,4.853,10.04139,-0.75000
5.216,5.531,5.552,4.742,10.04139,-0.75000
5.098,5.404,5.424,4.634,10.04139,-0.75000
4.981,5.278,5.297,4.526,10.04139,-0.75000
4.901,5.193,5.211,4.453,10.04139,-0.75000
4.784,5.069,5.087,4.343,10.04139,-0.75000
4.654,4.932,4.949,4.220,10.04139,-0.75000
4.525,4.797,4.814,4.098,10.04139,-0.75000
4.398,4.666,4.682,3.976,10.04139,-0.75000
4.273,4.538,4.554,3.856,10.04139,-0.75000
4.268,4.532,4.548,3.852,10.04139,-0.75000
4.225,4.488,4.504,3.810,10.04139,-0.75000
4.091,4.351,4.367,3.678,10.04139,-0.75000
4.059,4.319,4.335,3.647,10.04139,-0.75000
4.006,4.266,4.281,3.594,10.04139,-0.75000
3.898,4.159,4.174,3.486,10.04139,-0.75000
3.766,4.030,4.046,3.350,10.04139,-0.75000
3.717,3.983,3.999,3.299,10.04139,-0.75000
3.629,3.900,3.917,3.204,10.04139,-0.75000
3.529,3.811,3.829,3.091,10.04139,-0.75000
