Gmag,G_BPbrmag,G_BPftmag,G_RPmag
-2.378,-1.457,-1.405,-3.303
-2.388,-1.469,-1.417,-3.312
-2.397,-1.481,-1.429,-3.320
-2.416,-1.503,-1.451,-3.336
-2.431,-1.522,-1.470,-3.350
-2.457,-1.554,-1.501,-3.373
-2.483,-1.602,-1.549,-3.387
-2.582,-1.754,-1.701,-3.455
-2.695,-1.916,-1.864,-3.538
-2.743,-1.985,-1.933,-3.573
30.264,30.512,30.523,29.927
