Gmag,G_BPbrmag,G_BPftmag,G_RPmag
13.505,15.185,15.227,12.309
13.231,14.733,14.779,12.080
12.374,13.491,13.541,11.355
11.508,12.433,12.482,10.578
10.994,11.845,11.893,10.103
10.602,11.408,11.455,9.736
10.349,11.132,11.178,9.496
10.009,10.763,10.808,9.175
9.468,10.177,10.221,8.661
9.052,9.727,9.769,8.268
8.710,9.356,9.397,7.946
8.356,8.968,9.008,7.616
7.910,8.470,8.508,7.209
7.414,7.914,7.948,6.761
6.859,7.303,7.333,6.254
6.312,6.698,6.721,5.761
6.273,6.654,6.677,5.726
6.126,6.491,6.513,5.596
6.002,6.353,6.373,5.485
5.882,6.220,6.239,5.378
5.771,6.097,6.115,5.280
5.753,6.077,6.095,5.264
5.742,6.065,6.082,5.253
5.594,5.902,5.918,5.121
5.455,5.751,5.766,4.996
5.325,5.610,5.624,4.878
5.197,5.472,5.485,4.762
5.176,5.449,5.462,4.742
5.066,5.332,5.344,4.641
4.938,5.195,5.207,4.523
4.819,5.070,5.081,4.413
4.696,4.939,4.950,4.298
4.583,4.821,4.832,4.192
4.468,4.701,4.711,4.083
4.466,4.698,4.709,4.081
4.385,4.615,4.625,4.006
4.251,4.475,4.485,3.879
4.119,4.338,4.348,3.752
3.987,4.203,4.212,3.625
3.856,4.069,4.079,3.498
3.761,3.973,3.983,3.404
3.725,3.938,3.947,3.369
3.579,3.793,3.803,3.220
3.452,3.671,3.681,3.087
3.429,3.648,3.659,3.062
3.402,3.624,3.634,3.034
3.306,3.535,3.545,2.927
3.219,3.458,3.469,2.827
3.190,3.434,3.445,2.793
3.145,3.396,3.408,2.739
3.078,3.343,3.355,2.655
3.018,3.296,3.310,2.578
2.960,3.252,3.267,2.505
2.898,3.203,3.219,2.428
2.814,3.133,3.150,2.330
2.729,3.056,3.074,2.236
2.628,2.963,2.981,2.127
2.592,2.928,2.947,2.088
2.488,2.828,2.847,1.980
2.365,2.710,2.729,1.852
2.253,2.601,2.621,1.737
2.139,2.490,2.510,1.619
2.014,2.369,2.389,1.492
1.890,2.248,2.268,1.365
1.770,2.130,2.151,1.242
1.656,2.019,2.040,1.125
1.535,1.901,1.922,1.001
1.408,1.777,1.798,0.872
1.292,1.664,1.686,0.753
1.177,1.552,1.574,0.635
1.059,1.437,1.459,0.514
0.946,1.326,1.349,0.397
0.827,1.211,1.234,0.276
0.713,1.100,1.123,0.159
0.603,0.994,1.017,0.046
0.488,0.882,0.906,-0.073
0.375,0.773,0.797,-0.190
0.266,0.668,0.693,-0.302
0.159,0.565,0.590,-0.413
0.047,0.457,0.482,-0.529
-0.060,0.355,0.381,-0.639
-0.165,0.254,0.280,-0.749
-0.273,0.150,0.177,-0.860
-0.373,0.055,0.082,-0.965
-0.473,-0.041,-0.013,-1.069
-0.571,-0.134,-0.106,-1.171
-0.630,-0.190,-0.162,-1.232
-0.604,-0.166,-0.138,-1.204
-0.600,-0.163,-0.135,-1.201
-0.664,-0.223,-0.195,-1.267
-0.765,-0.319,-0.290,-1.373
-0.864,-0.413,-0.384,-1.477
-0.962,-0.505,-0.475,-1.579
-1.052,-0.591,-0.560,-1.674
-1.147,-0.680,-0.649,-1.773
-1.237,-0.762,-0.730,-1.869
-1.330,-0.848,-0.816,-1.967
-1.418,-0.929,-0.895,-2.061
-1.526,-1.026,-0.992,-2.177
-1.629,-1.119,-1.084,-2.289
-1.716,-1.196,-1.159,-2.383
-1.814,-1.282,-1.244,-2.490
-1.898,-1.355,-1.316,-2.581
-1.990,-1.434,-1.394,-2.683
-2.084,-1.515,-1.473,-2.788
-2.178,-1.592,-1.550,-2.892
-2.263,-1.663,-1.619,-2.988
-2.351,-1.736,-1.691,-3.086
-2.432,-1.805,-1.759,-3.177
-2.515,-1.873,-1.827,-3.268
-2.596,-1.940,-1.893,-3.360
-2.671,-2.002,-1.955,-3.443
-2.746,-2.063,-2.016,-3.528
-2.822,-2.125,-2.077,-3.612
-2.893,-2.183,-2.134,-3.692
-2.966,-2.241,-2.192,-3.775
-3.034,-2.295,-2.245,-3.851
-3.101,-2.347,-2.297,-3.927
-3.153,-2.388,-2.338,-3.986
0.431,0.596,0.607,0.144
0.428,0.593,0.604,0.139
0.378,0.557,0.568,0.068
0.377,0.557,0.568,0.068
0.374,0.553,0.564,0.066
0.373,0.550,0.562,0.067
0.372,0.548,0.559,0.069
0.372,0.546,0.557,0.071
0.372,0.544,0.555,0.075
0.373,0.542,0.553,0.079
0.374,0.541,0.552,0.083
0.375,0.540,0.550,0.086
0.375,0.539,0.549,0.089
