Gmag,G_BPbrmag,G_BPftmag,G_RPmag,logAge,MH
12.516,13.631,13.681,11.498,10.02119,-2.10000
11.867,12.807,12.856,10.929,10.02119,-2.10000
11.862,12.800,12.850,10.925,10.02119,-2.10000
11.255,12.089,12.137,10.374,10.02119,-2.10000
11.136,11.950,11.997,10.265,10.02119,-2.10000
10.678,11.439,11.484,9.839,10.02119,-2.10000
10.326,11.055,11.099,9.507,10.02119,-2.10000
9.770,10.455,10.498,8.979,10.02119,-2.10000
9.256,9.904,9.945,8.490,10.02119,-2.10000
8.858,9.477,9.516,8.113,10.02119,-2.10000
8.526,9.119,9.157,7.799,10.02119,-2.10000
8.201,8.769,8.806,7.494,10.02119,-2.10000
7.800,8.327,8.362,7.124,10.02119,-2.10000
7.359,7.844,7.875,6.718,10.02119,-2.10000
7.017,7.469,7.497,6.403,10.02119,-2.10000
6.842,7.279,7.306,6.243,10.02119,-2.10000
6.322,6.703,6.725,5.774,10.02119,-2.10000
6.287,6.664,6.686,5.743,10.02119,-2.10000
6.130,6.490,6.510,5.603,10.02119,-2.10000
5.991,6.336,6.354,5.480,10.02119,-2.10000
5.868,6.198,6.215,5.371,10.02119,-2.10000
5.789,6.111,6.127,5.301,10.02119,-2.10000
5.668,5.977,5.992,5.193,10.02119,-2.10000
5.535,5.832,5.847,5.074,10.02119,-2.10000
5.417,5.703,5.717,4.967,10.02119,-2.10000
5.298,5.575,5.587,4.859,10.02119,-2.10000
5.240,5.512,5.524,4.806,10.02119,-2.10000
5.203,5.472,5.484,4.773,10.02119,-2.10000
5.061,5.320,5.331,4.643,10.02119,-2.10000
4.929,5.180,5.190,4.522,10.02119,-2.10000
4.799,5.041,5.051,4.402,10.02119,-2.10000
4.678,4.913,4.923,4.289,10.02119,-2.10000
4.602,4.833,4.843,4.218,10.02119,-2.10000
4.522,4.749,4.758,4.144,10.02119,-2.10000
4.395,4.616,4.625,4.026,10.02119,-2.10000
4.267,4.482,4.491,3.905,10.02119,-2.10000
4.099,4.307,4.316,3.746,10.02119,-2.10000
3.925,4.128,4.137,3.580,10.02119,-2.10000
3.801,4.001,4.010,3.461,10.02119,-2.10000
3.676,3.873,3.882,3.339,10.02119,-2.10000
3.664,3.861,3.870,3.327,10.02119,-2.10000
3.602,3.798,3.807,3.267,10.02119,-2.10000
3.568,3.763,3.772,3.233,10.02119,-2.10000
3.546,3.742,3.751,3.211,10.02119,-2.10000
3.419,3.616,3.625,3.083,10.02119,-2.10000
3.278,3.479,3.489,2.935,10.02119,-2.10000
3.251,3.453,3.463,2.906,10.02119,-2.10000
3.223,3.428,3.438,2.877,10.02119,-2.10000
3.125,3.339,3.348,2.767,10.02119,-2.10000
3.039,3.263,3.274,2.666,10.02119,-2.10000
2.961,3.200,3.211,2.570,10.02119,-2.10000
2.891,3.145,3.157,2.480,10.02119,-2.10000
2.827,3.097,3.110,2.396,10.02119,-2.10000
2.765,3.051,3.065,2.315,10.02119,-2.10000
2.699,3.000,3.015,2.232,10.02119,-2.10000
2.612,2.927,2.943,2.130,10.02119,-2.10000
2.523,2.848,2.865,2.031,10.02119,-2.10000
2.418,2.750,2.767,1.917,10.02119,-2.10000
2.399,2.733,2.750,1.898,10.02119,-2.10000
2.297,2.634,2.652,1.791,10.02119,-2.10000
2.175,2.518,2.536,1.665,10.02119,-2.10000
2.067,2.412,2.431,1.553,10.02119,-2.10000
1.955,2.304,2.322,1.438,10.02119,-2.10000
1.845,2.196,2.215,1.325,10.02119,-2.10000
1.734,2.088,2.107,1.211,10.02119,-2.10000
1.614,1.971,1.990,1.089,10.02119,-2.10000
1.502,1.861,1.881,0.974,10.02119,-2.10000
1.383,1.745,1.765,0.852,10.02119,-2.10000
1.266,1.631,1.651,0.732,10.02119,-2.10000
1.151,1.519,1.539,0.615,10.02119,-2.10000
1.037,1.408,1.429,0.498,10.02119,-2.10000
0.920,1.293,1.314,0.377,10.02119,-2.10000
0.805,1.181,1.203,0.260,10.02119,-2.10000
0.694,1.073,1.095,0.146,10.02119,-2.10000
0.580,0.962,0.984,0.029,10.02119,-2.10000
0.469,0.855,0.877,-0.085,10.02119,-2.10000
0.357,0.747,0.769,-0.200,10.02119,-2.10000
0.244,0.637,0.660,-0.318,10.02119,-2.10000
0.131,0.527,0.551,-0.434,10.02119,-2.10000
0.020,0.420,0.444,-0.549,10.02119,-2.10000
-0.093,0.312,0.336,-0.665,10.02119,-2.10000
-0.205,0.204,0.229,-0.781,10.02119,-2.10000
-0.312,0.101,0.126,-0.892,10.02119,-2.10000
-0.420,-0.002,0.023,-1.003,10.02119,-2.10000
-0.529,-0.107,-0.081,-1.116,10.02119,-2.10000
-0.634,-0.208,-0.181,-1.226,10.02119,-2.10000
-0.745,-0.313,-0.287,-1.341,10.02119,-2.10000
-0.846,-0.410,-0.383,-1.446,10.02119,-2.10000
-0.878,-0.441,-0.414,-1.479,10.02119,-2.10000
-0.853,-0.418,-0.391,-1.453,10.02119,-2.10000
-0.870,-0.434,-0.406,-1.470,10.02119,-2.10000
-0.968,-0.527,-0.499,-1.572,10.02119,-2.10000
-1.072,-0.627,-0.598,-1.681,10.02119,-2.10000
-1.166,-0.716,-0.687,-1.779,10.02119,-2.10000
-1.264,-0.808,-0.779,-1.882,10.02119,-2.10000
-1.362,-0.901,-0.871,-1.984,10.02119,-2.10000
-1.454,-0.987,-0.957,-2.080,10.02119,-2.10000
-1.551,-1.077,-1.046,-2.184,10.02119,-2.10000
-1.644,-1.162,-1.130,-2.282,10.02119,-2.10000
-1.735,-1.245,-1.212,-2.379,10.02119,-2.10000
-1.826,-1.328,-1.294,-2.478,10.02119,-2.10000
-1.932,-1.423,-1.388,-2.592,10.02119,-2.10000
-2.023,-1.503,-1.467,-2.690,10.02119,-2.10000
-2.123,-1.591,-1.553,-2.799,10.02119,-2.10000
-2.210,-1.667,-1.629,-2.895,10.02119,-2.10000
-2.304,-1.747,-1.707,-2.999,10.02119,-2.10000
-2.387,-1.818,-1.777,-3.090,10.02119,-2.10000
-2.479,-1.894,-1.852,-3.193,10.02119,-2.10000
-2.576,-1.973,-1.929,-3.304,10.02119,-2.10000
-2.660,-2.038,-1.994,-3.400,10.02119,-2.10000
-2.734,-2.095,-2.050,-3.486,10.02119,-2.10000
-2.816,-2.163,-2.117,-3.576,10.02119,-2.10000
-2.904,-2.236,-2.189,-3.675,10.02119,-2.10000
-2.982,-2.299,-2.252,-3.762,10.02119,-2.10000
-3.063,-2.366,-2.318,-3.854,10.02119,-2.10000
-3.138,-2.427,-2.379,-3.937,10.02119,-2.10000
-3.157,-2.442,-2.394,-3.958,10.02119,-2.10000
0.448,0.545,0.553,0.268,10.02119,-2.10000
0.434,0.535,0.543,0.247,10.02119,-2.10000
0.380,0.496,0.505,0.168,10.02119,-2.10000
0.376,0.492,0.501,0.163,10.02119,-2.10000
0.375,0.490,0.499,0.165,10.02119,-2.10000
0.375,0.489,0.497,0.167,10.02119,-2.10000
0.375,0.487,0.496,0.169,10.02119,-2.10000
0.375,0.486,0.494,0.171,10.02119,-2.10000
0.375,0.485,0.493,0.172,10.02119,-2.10000
0.374,0.484,0.492,0.173,10.02119,-2.10000
0.373,0.483,0.491,0.172,10.02119,-2.10000
0.372,0.482,0.490,0.170,10.02119,-2.10000
0.370,0.481,0.489,0.166,10.02119,-2.10000
0.367,0.480,0.488,0.160,10.02119,-2.10000
0.363,0.479,0.487,0.153,10.02119,-2.10000
0.363,0.478,0.487,0.152,10.02119,-2.10000
0.358,0.477,0.486,0.142,10.02119,-2.10000
0.353,0.476,0.485,0.128,10.02119,-2.10000
0.347,0.476,0.485,0.113,10.02119,-2.10000
0.340,0.476,0.485,0.096,10.02119,-2.10000
0.332,0.476,0.485,0.076,10.02119,-2.10000
0.324,0.476,0.486,0.055,10.02119,-2.10000
0.315,0.477,0.487,0.032,10.02119,-2.10000
0.315,0.477,0.487,0.030,10.02119,-2.10000
0.313,0.477,0.488,0.025,10.02119,-2.10000
0.304,0.479,0.489,0.001,10.02119,-2.10000
0.295,0.480,0.491,-0.023,10.02119,-2.10000
0.285,0.482,0.494,-0.050,10.02119,-2.10000
0.275,0.485,0.497,-0.077,10.02119,-2.10000
0.266,0.488,0.501,-0.103,10.02119,-2.10000
