Gmag,G_BPbrmag,G_BPftmag,G_RPmag
13.895,16.083,16.123,12.589
13.388,15.206,15.250,12.153
13.008,14.587,14.633,11.832
12.662,14.085,14.132,11.530
12.090,13.305,13.353,11.031
11.544,12.633,12.682,10.536
11.141,12.163,12.211,10.163
10.523,11.463,11.512,9.584
9.961,10.846,10.894,9.052
9.533,10.379,10.426,8.645
9.526,10.371,10.418,8.638
9.186,10.002,10.048,8.315
8.774,9.545,9.591,7.930
8.279,8.982,9.026,7.476
7.945,8.589,8.632,7.184
7.687,8.286,8.328,6.958
7.152,7.663,7.701,6.492
7.057,7.554,7.590,6.408
7.021,7.513,7.549,6.376
6.497,6.923,6.953,5.911
6.346,6.753,6.781,5.777
6.158,6.542,6.568,5.611
5.988,6.353,6.377,5.459
5.948,6.309,6.333,5.424
5.924,6.283,6.306,5.402
5.760,6.102,6.123,5.256
5.609,5.934,5.954,5.121
5.464,5.776,5.794,4.992
5.422,5.729,5.747,4.953
5.336,5.636,5.653,4.875
5.231,5.522,5.539,4.781
5.130,5.413,5.429,4.689
4.991,5.264,5.279,4.561
4.863,5.128,5.142,4.442
4.803,5.064,5.078,4.386
4.656,4.910,4.923,4.248
4.512,4.759,4.772,4.112
4.375,4.616,4.628,3.982
4.240,4.477,4.489,3.854
4.175,4.409,4.421,3.791
4.125,4.358,4.369,3.743
3.970,4.199,4.210,3.593
3.838,4.065,4.076,3.464
3.833,4.060,4.072,3.460
3.786,4.013,4.025,3.412
3.643,3.872,3.884,3.267
3.508,3.741,3.753,3.126
3.484,3.718,3.730,3.101
3.433,3.670,3.683,3.045
3.325,3.573,3.587,2.925
3.240,3.501,3.515,2.824
3.173,3.449,3.465,2.740
3.114,3.409,3.426,2.658
3.062,3.374,3.393,2.588
2.994,3.322,3.341,2.502
2.914,3.252,3.273,2.410
2.814,3.162,3.184,2.301
2.794,3.143,3.164,2.280
2.742,3.094,3.116,2.226
2.647,3.003,3.025,2.127
2.545,2.905,2.927,2.021
2.440,2.802,2.825,1.913
2.320,2.685,2.709,1.789
2.212,2.581,2.604,1.679
2.093,2.464,2.488,1.557
1.977,2.351,2.375,1.438
1.862,2.239,2.263,1.320
1.747,2.126,2.151,1.202
1.633,2.015,2.040,1.085
1.514,1.900,1.925,0.963
1.404,1.793,1.819,0.850
1.291,1.685,1.710,0.734
1.176,1.574,1.600,0.615
1.069,1.469,1.496,0.504
0.956,1.361,1.387,0.387
0.846,1.255,1.282,0.274
0.741,1.154,1.182,0.164
0.631,1.049,1.077,0.051
0.524,0.947,0.975,-0.061
0.418,0.845,0.874,-0.172
0.312,0.745,0.774,-0.282
0.210,0.648,0.678,-0.389
0.108,0.551,0.581,-0.496
0.005,0.454,0.485,-0.603
-0.087,0.367,0.398,-0.701
-0.171,0.288,0.320,-0.788
-0.144,0.313,0.344,-0.759
-0.102,0.351,0.382,-0.715
-0.154,0.302,0.334,-0.769
-0.256,0.206,0.238,-0.876
-0.353,0.116,0.148,-0.978
-0.455,0.021,0.055,-1.086
-0.551,-0.067,-0.032,-1.189
-0.648,-0.156,-0.121,-1.293
-0.742,-0.241,-0.204,-1.393
-0.836,-0.326,-0.289,-1.494
-0.929,-0.410,-0.371,-1.594
-1.021,-0.492,-0.453,-1.694
-1.131,-0.590,-0.550,-1.813
-1.223,-0.671,-0.630,-1.913
-1.332,-0.766,-0.723,-2.032
-1.437,-0.857,-0.814,-2.147
-1.543,-0.950,-0.906,-2.263
-1.644,-1.038,-0.994,-2.374
-1.745,-1.124,-1.079,-2.485
-1.848,-1.213,-1.167,-2.598
-1.944,-1.295,-1.248,-2.704
-2.039,-1.375,-1.328,-2.810
-2.135,-1.455,-1.407,-2.917
-2.227,-1.529,-1.480,-3.019
-2.316,-1.600,-1.550,-3.120
-2.410,-1.675,-1.625,-3.226
-2.498,-1.744,-1.694,-3.327
-2.586,-1.812,-1.762,-3.427
-2.676,-1.883,-1.831,-3.529
-2.763,-1.948,-1.897,-3.628
-2.849,-2.012,-1.960,-3.727
-2.934,-2.071,-2.019,-3.825
-3.013,-2.125,-2.072,-3.918
-3.030,-2.136,-2.084,-3.938
0.344,0.687,0.709,-0.165
0.302,0.648,0.670,-0.209
0.295,0.641,0.663,-0.216
0.290,0.636,0.658,-0.221
0.288,0.633,0.655,-0.223
0.287,0.631,0.653,-0.222
0.287,0.631,0.652,-0.221
0.289,0.631,0.652,-0.218
0.291,0.631,0.652,-0.214
0.292,0.631,0.652,-0.212
0.294,0.631,0.652,-0.209
0.295,0.631,0.652,-0.206
0.296,0.631,0.652,-0.204
0.296,0.631,0.652,-0.202
0.297,0.630,0.651,-0.200
0.297,0.630,0.651,-0.200
0.297,0.629,0.650,-0.200
0.296,0.628,0.649,-0.200
0.295,0.626,0.647,-0.200
0.293,0.624,0.645,-0.202
0.291,0.622,0.643,-0.205
0.287,0.619,0.640,-0.208
0.283,0.615,0.636,-0.213
0.281,0.614,0.634,-0.215
0.280,0.612,0.633,-0.217
0.275,0.608,0.629,-0.223
0.268,0.602,0.624,-0.230
0.261,0.596,0.618,-0.239
0.254,0.590,0.611,-0.248
0.244,0.582,0.603,-0.259
0.232,0.572,0.594,-0.273
0.219,0.561,0.583,-0.288
0.204,0.549,0.571,-0.305
0.185,0.532,0.554,-0.328
0.184,0.531,0.553,-0.329
0.154,0.506,0.529,-0.362
0.109,0.467,0.490,-0.414
0.026,0.395,0.419,-0.507
-0.061,0.318,0.343,-0.605
-0.149,0.240,0.266,-0.702
-0.236,0.163,0.190,-0.799
-0.316,0.091,0.119,-0.887
-0.390,0.025,0.053,-0.968
-0.399,0.017,0.046,-0.977
-0.414,0.004,0.032,-0.993
-0.511,-0.085,-0.055,-1.100
-0.598,-0.163,-0.133,-1.194
-0.646,-0.206,-0.175,-1.245
-0.668,-0.226,-0.195,-1.270
-0.694,-0.249,-0.218,-1.298
-0.668,-0.225,-0.195,-1.269
-0.617,-0.180,-0.150,-1.215
-0.660,-0.218,-0.187,-1.261
-0.732,-0.283,-0.251,-1.340
-0.826,-0.367,-0.335,-1.442
-0.931,-0.461,-0.428,-1.556
-1.039,-0.557,-0.522,-1.675
-1.136,-0.642,-0.606,-1.782
