Gmag,G_BPbrmag,G_BPftmag,G_RPmag
-1.228,-0.722,-0.685,-1.883
-1.318,-0.800,-0.762,-1.982
-1.405,-0.874,-0.834,-2.079
-1.490,-0.946,-0.905,-2.174
-1.550,-0.992,-0.950,-2.244
-1.614,-1.027,-0.983,-2.330
-1.689,-1.084,-1.040,-2.417
-1.768,-1.150,-1.104,-2.506
-1.847,-1.216,-1.169,-2.595
-1.925,-1.279,-1.232,-2.682
-1.997,-1.337,-1.290,-2.765
-2.073,-1.396,-1.348,-2.851
-2.149,-1.458,-1.409,-2.937
-2.229,-1.530,-1.481,-3.021
-2.324,-1.632,-1.583,-3.112
-2.423,-1.751,-1.703,-3.197
-2.478,-1.826,-1.778,-3.237
29.887,30.509,30.551,29.142
