Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPbrmag,G_BPftmag,G_RPmag
0.00034781,-1.65000,10.13830,0.0900000036,1.0816895962,0.090,-3.188,3.4803,5.453,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-2.18e-17,0.00,7.478e-01,2.518e-01,6.854e-05,1.849e-05,1.677e-04,-1.000,3.812e-04,12.739,13.552,15.322,15.363,12.334
0.00034781,-1.65000,10.13830,0.0980368853,1.1544953585,0.098,-2.924,3.5185,5.379,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-5.85e-17,0.00,7.458e-01,2.538e-01,6.854e-05,1.849e-05,1.677e-04,-1.000,3.811e-04,12.080,12.709,13.991,14.039,11.627
0.00034781,-1.65000,10.13830,0.1000000015,1.1711064577,0.100,-2.863,3.5273,5.362,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.14e-16,0.00,7.453e-01,2.543e-01,6.854e-05,1.849e-05,1.677e-04,-1.000,3.811e-04,11.928,12.513,13.716,13.765,11.460
0.00034781,-1.65000,10.13830,0.1037501544,1.2016904354,0.104,-2.805,3.5335,5.345,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.3e-16,0.00,7.447e-01,2.550e-01,6.854e-05,1.849e-05,1.677e-04,-1.000,3.811e-04,11.782,12.337,13.489,13.538,11.304
0.00034781,-1.65000,10.13830,0.1199999973,1.3193154335,0.120,-2.574,3.5582,5.276,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-2.05e-16,0.00,7.420e-01,2.576e-01,6.854e-05,1.849e-05,1.677e-04,-1.000,3.811e-04,11.204,11.642,12.628,12.677,10.682
0.00034781,-1.65000,10.13830,0.1400000006,1.4384527206,0.140,-2.390,3.5734,5.219,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-3.01e-16,0.00,7.397e-01,2.599e-01,6.854e-05,1.849e-05,1.677e-04,-1.000,3.813e-04,10.745,11.118,12.021,12.070,10.199
0.00034781,-1.65000,10.13830,0.1599999964,1.5372931957,0.160,-2.246,3.5833,5.173,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.98e-16,0.00,7.383e-01,2.614e-01,6.854e-05,1.849e-05,1.677e-04,-1.000,3.811e-04,10.384,10.719,11.574,11.621,9.826
0.00034781,-1.65000,10.13830,0.2000000179,1.6938792467,0.200,-2.024,3.5960,5.099,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-7.5e-16,0.00,7.373e-01,2.623e-01,6.854e-05,1.849e-05,1.677e-04,-1.000,3.812e-04,9.830,10.120,10.916,10.963,9.260
0.00034781,-1.65000,10.13830,0.2500000000,1.8403258324,0.250,-1.822,3.6071,5.039,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.98e-17,0.00,7.375e-01,2.622e-01,6.853e-05,1.849e-05,1.677e-04,-1.000,3.812e-04,9.326,9.578,10.328,10.373,8.745
0.00034781,-1.65000,10.13830,0.3000000417,1.9529141188,0.300,-1.669,3.6159,4.999,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-2.28e-18,0.00,7.376e-01,2.620e-01,6.852e-05,1.849e-05,1.677e-04,-1.000,3.812e-04,8.942,9.164,9.879,9.923,8.354
0.00034781,-1.65000,10.13830,0.3194775879,1.9903521538,0.319,-1.618,3.6190,4.988,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.22e-17,0.00,7.375e-01,2.621e-01,6.850e-05,1.849e-05,1.677e-04,-1.000,3.891e-04,8.814,9.026,9.729,9.772,8.223
0.00034781,-1.65000,10.13830,0.3499999940,2.0434174538,0.350,-1.543,3.6236,4.972,1,0.000,0.544,0.00,0.00,0.00,0.00,0.00,-1,-1.95e-17,0.00,7.374e-01,2.622e-01,6.849e-05,1.849e-05,1.677e-04,-1.000,3.943e-04,8.628,8.825,9.511,9.554,8.034
0.00034781,-1.65000,10.13830,0.4000000060,2.1185026169,0.400,-1.403,3.6343,4.933,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-2.68e-15,0.00,7.503e-01,2.494e-01,6.854e-05,1.849e-05,1.677e-04,-1.000,3.812e-04,8.279,8.443,9.089,9.130,7.679
0.00034781,-1.65000,10.13830,0.4500000477,2.1822810173,0.450,-1.233,3.6522,4.885,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.97e-15,0.00,7.505e-01,2.491e-01,6.854e-05,1.849e-05,1.677e-04,-1.000,3.812e-04,7.853,7.964,8.548,8.587,7.245
0.00034781,-1.65000,10.13830,0.5000000000,2.2374541759,0.500,-1.041,3.6760,4.834,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-6.19e-15,0.00,7.505e-01,2.491e-01,6.854e-05,1.849e-05,1.677e-04,-1.000,3.812e-04,7.373,7.421,7.932,7.967,6.761
0.00034781,-1.65000,10.13830,0.5500000715,2.2836585045,0.550,-0.821,3.6998,4.751,1,0.000,0.544,0.00,0.00,0.00,0.00,0.00,-1,-2.31e-15,0.00,7.897e-01,2.100e-01,5.845e-05,1.578e-05,1.432e-04,-1.000,3.164e-04,6.823,6.823,7.269,7.300,6.216
