Gmag,G_BPbrmag,G_BPftmag,G_RPmag,logAge,MH
13.564,15.342,15.384,12.343,10.04139,-1.65000
12.892,14.260,14.307,11.782,10.04139,-1.65000
12.520,13.726,13.775,11.466,10.04139,-1.65000
11.649,12.637,12.686,10.688,10.04139,-1.65000
11.129,12.034,12.082,10.209,10.04139,-1.65000
10.735,11.591,11.639,9.841,10.04139,-1.65000
10.137,10.935,10.981,9.277,10.04139,-1.65000
9.590,10.342,10.387,8.758,10.04139,-1.65000
9.172,9.888,9.932,8.361,10.04139,-1.65000
8.950,9.647,9.690,8.152,10.04139,-1.65000
8.831,9.518,9.561,8.039,10.04139,-1.65000
8.560,9.218,9.260,7.787,10.04139,-1.65000
8.460,9.108,9.150,7.695,10.04139,-1.65000
7.993,8.581,8.621,7.271,10.04139,-1.65000
7.657,8.199,8.236,6.971,10.04139,-1.65000
7.467,7.983,8.019,6.801,10.04139,-1.65000
6.901,7.355,7.386,6.288,10.04139,-1.65000
6.355,6.749,6.774,5.797,10.04139,-1.65000
6.216,6.594,6.617,5.674,10.04139,-1.65000
6.070,6.431,6.452,5.543,10.04139,-1.65000
5.945,6.293,6.313,5.432,10.04139,-1.65000
5.825,6.160,6.179,5.326,10.04139,-1.65000
5.804,6.137,6.155,5.307,10.04139,-1.65000
5.687,6.007,6.025,5.202,10.04139,-1.65000
5.540,5.847,5.863,5.071,10.04139,-1.65000
5.403,5.697,5.712,4.947,10.04139,-1.65000
5.274,5.557,5.571,4.830,10.04139,-1.65000
5.248,5.529,5.543,4.806,10.04139,-1.65000
5.148,5.421,5.434,4.714,10.04139,-1.65000
5.020,5.285,5.297,4.597,10.04139,-1.65000
4.894,5.151,5.163,4.481,10.04139,-1.65000
4.778,5.027,5.039,4.372,10.04139,-1.65000
4.656,4.900,4.911,4.259,10.04139,-1.65000
4.600,4.841,4.852,4.207,10.04139,-1.65000
4.484,4.719,4.729,4.097,10.04139,-1.65000
4.353,4.583,4.593,3.974,10.04139,-1.65000
4.224,4.449,4.459,3.852,10.04139,-1.65000
4.098,4.318,4.328,3.731,10.04139,-1.65000
3.973,4.190,4.200,3.611,10.04139,-1.65000
3.849,4.063,4.073,3.489,10.04139,-1.65000
3.760,3.973,3.983,3.402,10.04139,-1.65000
3.724,3.937,3.947,3.366,10.04139,-1.65000
3.641,3.856,3.866,3.282,10.04139,-1.65000
3.576,3.791,3.801,3.216,10.04139,-1.65000
3.443,3.662,3.672,3.077,10.04139,-1.65000
3.418,3.638,3.649,3.050,10.04139,-1.65000
3.392,3.614,3.625,3.022,10.04139,-1.65000
3.298,3.528,3.539,2.918,10.04139,-1.65000
3.216,3.456,3.467,2.824,10.04139,-1.65000
3.143,3.395,3.407,2.736,10.04139,-1.65000
3.080,3.345,3.358,2.657,10.04139,-1.65000
3.024,3.303,3.318,2.584,10.04139,-1.65000
2.971,3.264,3.280,2.516,10.04139,-1.65000
2.914,3.220,3.237,2.444,10.04139,-1.65000
2.838,3.158,3.175,2.354,10.04139,-1.65000
2.758,3.087,3.105,2.264,10.04139,-1.65000
2.663,2.999,3.018,2.160,10.04139,-1.65000
2.626,2.964,2.983,2.121,10.04139,-1.65000
2.523,2.866,2.885,2.014,10.04139,-1.65000
2.402,2.749,2.769,1.888,10.04139,-1.65000
2.291,2.641,2.662,1.773,10.04139,-1.65000
2.177,2.531,2.551,1.656,10.04139,-1.65000
2.053,2.409,2.430,1.529,10.04139,-1.65000
1.929,2.289,2.310,1.402,10.04139,-1.65000
1.809,2.172,2.193,1.280,10.04139,-1.65000
1.696,2.061,2.082,1.164,10.04139,-1.65000
1.575,1.943,1.965,1.040,10.04139,-1.65000
1.449,1.820,1.842,0.911,10.04139,-1.65000
1.334,1.708,1.730,0.793,10.04139,-1.65000
1.220,1.597,1.620,0.676,10.04139,-1.65000
1.103,1.483,1.506,0.556,10.04139,-1.65000
0.991,1.374,1.397,0.441,10.04139,-1.65000
0.875,1.261,1.285,0.321,10.04139,-1.65000
