Gmag,G_BPbrmag,G_BPftmag,G_RPmag,logAge,MH
14.859,17.844,17.890,13.409,10.08814,-0.45000
14.182,16.843,16.889,12.778,10.08814,-0.45000
13.195,15.270,15.317,11.892,10.08814,-0.45000
12.541,14.296,14.343,11.308,10.08814,-0.45000
12.060,13.627,13.674,10.877,10.08814,-0.45000
11.350,12.710,12.757,10.232,10.08814,-0.45000
10.715,11.944,11.992,9.644,10.08814,-0.45000
10.248,11.406,11.453,9.205,10.08814,-0.45000
9.845,10.947,10.995,8.826,10.08814,-0.45000
9.397,10.429,10.476,8.411,10.08814,-0.45000
8.895,9.845,9.892,7.951,10.08814,-0.45000
8.346,9.204,9.251,7.452,10.08814,-0.45000
7.742,8.493,8.540,6.912,10.08814,-0.45000
7.719,8.466,8.513,6.892,10.08814,-0.45000
7.181,7.813,7.859,6.431,10.08814,-0.45000
7.093,7.707,7.752,6.357,10.08814,-0.45000
6.470,6.966,7.006,5.827,10.08814,-0.45000
6.410,6.897,6.936,5.774,10.08814,-0.45000
6.248,6.711,6.749,5.633,10.08814,-0.45000
6.094,6.536,6.571,5.499,10.08814,-0.45000
5.952,6.375,6.410,5.374,10.08814,-0.45000
5.910,6.328,6.362,5.337,10.08814,-0.45000
5.898,6.314,6.348,5.326,10.08814,-0.45000
5.778,6.180,6.212,5.219,10.08814,-0.45000
5.663,6.052,6.083,5.117,10.08814,-0.45000
5.552,5.929,5.959,5.018,10.08814,-0.45000
5.447,5.813,5.842,4.924,10.08814,-0.45000
5.370,5.728,5.755,4.854,10.08814,-0.45000
5.363,5.720,5.748,4.848,10.08814,-0.45000
5.218,5.563,5.589,4.716,10.08814,-0.45000
5.078,5.411,5.437,4.587,10.08814,-0.45000
4.945,5.269,5.293,4.464,10.08814,-0.45000
4.819,5.136,5.159,4.347,10.08814,-0.45000
4.808,5.123,5.146,4.336,10.08814,-0.45000
4.745,5.057,5.080,4.278,10.08814,-0.45000
4.646,4.952,4.975,4.184,10.08814,-0.45000
4.549,4.852,4.873,4.092,10.08814,-0.45000
4.455,4.754,4.775,4.002,10.08814,-0.45000
4.317,4.612,4.633,3.868,10.08814,-0.45000
4.268,4.562,4.582,3.820,10.08814,-0.45000
4.140,4.433,4.454,3.693,10.08814,-0.45000
4.134,4.427,4.448,3.687,10.08814,-0.45000
4.084,4.378,4.398,3.637,10.08814,-0.45000
3.953,4.250,4.271,3.502,10.08814,-0.45000
3.930,4.228,4.249,3.478,10.08814,-0.45000
3.832,4.138,4.160,3.371,10.08814,-0.45000
3.743,4.063,4.087,3.266,10.08814,-0.45000
3.695,4.034,4.059,3.198,10.08814,-0.45000
3.671,4.030,4.057,3.154,10.08814,-0.45000
3.645,4.025,4.055,3.106,10.08814,-0.45000
3.591,3.989,4.020,3.035,10.08814,-0.45000
3.512,3.921,3.953,2.945,10.08814,-0.45000
3.462,3.876,3.909,2.890,10.08814,-0.45000
3.388,3.806,3.839,2.812,10.08814,-0.45000
3.285,3.709,3.742,2.704,10.08814,-0.45000
3.185,3.612,3.645,2.602,10.08814,-0.45000
3.081,3.510,3.544,2.494,10.08814,-0.45000
2.983,3.416,3.449,2.395,10.08814,-0.45000
2.881,3.316,3.349,2.290,10.08814,-0.45000
2.776,3.213,3.247,2.182,10.08814,-0.45000
2.678,3.117,3.151,2.083,10.08814,-0.45000
2.568,3.010,3.044,1.970,10.08814,-0.45000
2.467,2.911,2.945,1.867,10.08814,-0.45000
2.371,2.818,2.853,1.769,10.08814,-0.45000
2.272,2.722,2.757,1.667,10.08814,-0.45000
2.172,2.625,2.661,1.564,10.08814,-0.45000
2.043,2.501,2.537,1.431,10.08814,-0.45000
1.949,2.411,2.446,1.334,10.08814,-0.45000
1.855,2.320,2.357,1.236,10.08814,-0.45000
1.762,2.231,2.267,1.140,10.08814,-0.45000
1.642,2.116,2.153,1.015,10.08814,-0.45000
1.527,2.007,2.044,0.896,10.08814,-0.45000
1.413,1.898,1.936,0.777,10.08814,-0.45000
1.299,1.789,1.827,0.658,10.08814,-0.45000
1.191,1.687,1.725,0.545,10.08814,-0.45000
1.086,1.588,1.626,0.435,10.08814,-0.45000
0.986,1.494,1.533,0.331,10.08814,-0.45000
0.887,1.402,1.441,0.226,10.08814,-0.45000
0.802,1.322,1.362,0.136,10.08814,-0.45000
0.738,1.262,1.302,0.069,10.08814,-0.45000
0.815,1.331,1.371,0.152,10.08814,-0.45000
0.840,1.355,1.394,0.179,10.08814,-0.45000
0.720,1.243,1.283,0.052,10.08814,-0.45000
0.614,1.146,1.186,-0.060,10.08814,-0.45000
0.507,1.047,1.088,-0.175,10.08814,-0.45000
0.401,0.950,0.991,-0.287,10.08814,-0.45000
0.299,0.857,0.899,-0.396,10.08814,-0.45000
0.200,0.766,0.809,-0.502,10.08814,-0.45000
0.099,0.675,0.718,-0.610,10.08814,-0.45000
0.001,0.586,0.630,-0.715,10.08814,-0.45000
-0.097,0.499,0.543,-0.820,10.08814,-0.45000
-0.192,0.413,0.458,-0.922,10.08814,-0.45000
-0.287,0.328,0.373,-1.024,10.08814,-0.45000
-0.379,0.246,0.292,-1.123,10.08814,-0.45000
-0.469,0.165,0.212,-1.220,10.08814,-0.45000
-0.560,0.084,0.131,-1.318,10.08814,-0.45000
-0.647,0.006,0.054,-1.412,10.08814,-0.45000
-0.734,-0.071,-0.023,-1.506,10.08814,-0.45000
-0.818,-0.144,-0.095,-1.596,10.08814,-0.45000
-0.902,-0.216,-0.167,-1.689,10.08814,-0.45000
-0.985,-0.286,-0.237,-1.780,10.08814,-0.45000
-1.065,-0.353,-0.304,-1.869,10.08814,-0.45000
-1.147,-0.422,-0.372,-1.960,10.08814,-0.45000
-1.225,-0.487,-0.437,-2.046,10.08814,-0.45000
