Gmag,G_BPbrmag,G_BPftmag,G_RPmag,logAge,MH
14.861,17.846,17.892,13.411,9.98900,-0.45000
14.819,17.803,17.849,13.370,9.98900,-0.45000
14.185,16.850,16.896,12.781,9.98900,-0.45000
13.199,15.277,15.324,11.895,9.98900,-0.45000
12.545,14.304,14.351,11.312,9.98900,-0.45000
12.066,13.636,13.683,10.882,9.98900,-0.45000
11.640,13.079,13.127,10.496,9.98900,-0.45000
11.363,12.725,12.772,10.244,9.98900,-0.45000
10.731,11.961,12.009,9.660,9.98900,-0.45000
10.262,11.421,11.468,9.219,9.98900,-0.45000
9.854,10.958,11.005,8.835,9.98900,-0.45000
9.409,10.443,10.490,8.422,9.98900,-0.45000
8.913,9.865,9.912,7.967,9.98900,-0.45000
8.373,9.235,9.283,7.477,9.98900,-0.45000
8.023,8.823,8.870,7.163,9.98900,-0.45000
7.769,8.525,8.571,6.937,9.98900,-0.45000
7.340,8.006,8.052,6.567,9.98900,-0.45000
7.167,7.795,7.840,6.421,9.98900,-0.45000
6.567,7.076,7.117,5.913,9.98900,-0.45000
6.503,7.002,7.042,5.857,9.98900,-0.45000
6.299,6.767,6.805,5.680,9.98900,-0.45000
6.113,6.555,6.591,5.518,9.98900,-0.45000
6.036,6.467,6.502,5.450,9.98900,-0.45000
5.981,6.405,6.439,5.403,9.98900,-0.45000
5.836,6.241,6.274,5.274,9.98900,-0.45000
5.703,6.093,6.124,5.157,9.98900,-0.45000
5.577,5.952,5.982,5.045,9.98900,-0.45000
5.539,5.910,5.939,5.011,9.98900,-0.45000
5.495,5.861,5.890,4.971,9.98900,-0.45000
5.381,5.735,5.763,4.869,9.98900,-0.45000
5.272,5.616,5.642,4.770,9.98900,-0.45000
5.169,5.504,5.530,4.677,9.98900,-0.45000
5.067,5.394,5.418,4.584,9.98900,-0.45000
5.058,5.384,5.409,4.576,9.98900,-0.45000
4.994,5.315,5.339,4.516,9.98900,-0.45000
4.886,5.200,5.222,4.417,9.98900,-0.45000
4.777,5.084,5.106,4.316,9.98900,-0.45000
4.678,4.978,4.999,4.223,9.98900,-0.45000
4.578,4.872,4.893,4.130,9.98900,-0.45000
4.547,4.839,4.860,4.100,9.98900,-0.45000
4.435,4.722,4.742,3.994,9.98900,-0.45000
4.289,4.571,4.590,3.855,9.98900,-0.45000
4.169,4.447,4.466,3.738,9.98900,-0.45000
4.061,4.337,4.355,3.633,9.98900,-0.45000
4.040,4.316,4.335,3.613,9.98900,-0.45000
3.962,4.238,4.257,3.535,9.98900,-0.45000
3.954,4.229,4.248,3.527,9.98900,-0.45000
3.892,4.168,4.186,3.465,9.98900,-0.45000
3.774,4.052,4.071,3.343,9.98900,-0.45000
3.697,3.978,3.997,3.264,9.98900,-0.45000
3.652,3.936,3.956,3.215,9.98900,-0.45000
3.552,3.847,3.868,3.102,9.98900,-0.45000
3.485,3.797,3.819,3.017,9.98900,-0.45000
3.458,3.789,3.814,2.968,9.98900,-0.45000
3.454,3.806,3.833,2.944,9.98900,-0.45000
3.447,3.818,3.847,2.916,9.98900,-0.45000
3.406,3.796,3.826,2.858,9.98900,-0.45000
3.324,3.728,3.759,2.762,9.98900,-0.45000
3.279,3.688,3.720,2.712,9.98900,-0.45000
3.225,3.637,3.670,2.655,9.98900,-0.45000
3.108,3.527,3.560,2.533,9.98900,-0.45000
2.985,3.408,3.441,2.405,9.98900,-0.45000
2.884,3.310,3.344,2.302,9.98900,-0.45000
2.780,3.209,3.243,2.195,9.98900,-0.45000
2.649,3.081,3.115,2.060,9.98900,-0.45000
2.539,2.974,3.008,1.948,9.98900,-0.45000
2.439,2.877,2.911,1.846,9.98900,-0.45000
2.312,2.753,2.787,1.715,9.98900,-0.45000
2.210,2.653,2.688,1.610,9.98900,-0.45000
2.111,2.558,2.593,1.509,9.98900,-0.45000
2.012,2.463,2.498,1.407,9.98900,-0.45000
1.886,2.341,2.377,1.276,9.98900,-0.45000
1.760,2.221,2.257,1.146,9.98900,-0.45000
1.693,2.157,2.192,1.075,9.98900,-0.45000
1.603,2.071,2.107,0.982,9.98900,-0.45000
1.482,1.955,1.992,0.856,9.98900,-0.45000
1.369,1.848,1.885,0.739,9.98900,-0.45000
1.255,1.739,1.777,0.619,9.98900,-0.45000
1.139,1.630,1.668,0.499,9.98900,-0.45000
1.025,1.522,1.560,0.380,9.98900,-0.45000
0.915,1.418,1.456,0.263,9.98900,-0.45000
0.805,1.315,1.354,0.147,9.98900,-0.45000
0.700,1.218,1.257,0.036,9.98900,-0.45000
0.621,1.144,1.184,-0.046,9.98900,-0.45000
0.658,1.178,1.217,-0.007,9.98900,-0.45000
0.728,1.241,1.280,0.068,9.98900,-0.45000
0.749,1.260,1.299,0.091,9.98900,-0.45000
0.724,1.237,1.277,0.065,9.98900,-0.45000
0.622,1.142,1.182,-0.044,9.98900,-0.45000
0.516,1.045,1.085,-0.156,9.98900,-0.45000
0.415,0.952,0.993,-0.264,9.98900,-0.45000
0.310,0.856,0.898,-0.375,9.98900,-0.45000
0.211,0.766,0.808,-0.481,9.98900,-0.45000
0.111,0.675,0.717,-0.589,9.98900,-0.45000
0.015,0.588,0.631,-0.691,9.98900,-0.45000
-0.081,0.501,0.544,-0.795,9.98900,-0.45000
-0.178,0.414,0.458,-0.898,9.98900,-0.45000
-0.271,0.331,0.375,-0.998,9.98900,-0.45000
-0.366,0.246,0.291,-1.100,9.98900,-0.45000
-0.456,0.165,0.211,-1.197,9.98900,-0.45000
-0.547,0.084,0.130,-1.295,9.98900,-0.45000
-0.635,0.006,0.052,-1.390,9.98900,-0.45000
-0.723,-0.073,-0.026,-1.485,9.98900,-0.45000
-0.808,-0.148,-0.101,-1.577,9.98900,-0.45000
-0.892,-0.222,-0.174,-1.668,9.98900,-0.45000
-0.978,-0.296,-0.247,-1.762,9.98900,-0.45000
-1.059,-0.365,-0.316,-1.852,9.98900,-0.45000
-1.140,-0.433,-0.384,-1.942,9.98900,-0.45000
-1.221,-0.500,-0.451,-2.031,9.98900,-0.45000
-1.299,-0.565,-0.515,-2.117,9.98900,-0.45000
-1.378,-0.630,-0.580,-2.205,9.98900,-0.45000
-1.452,-0.690,-0.639,-2.288,9.98900,-0.45000
-1.527,-0.750,-0.700,-2.372,9.98900,-0.45000
-1.603,-0.812,-0.761,-2.458,9.98900,-0.45000
-1.689,-0.877,-0.826,-2.556,9.98900,-0.45000
-1.774,-0.940,-0.889,-2.654,9.98900,-0.45000
-1.843,-0.991,-0.939,-2.733,9.98900,-0.45000
-1.922,-1.045,-0.994,-2.826,9.98900,-0.45000
-2.000,-1.099,-1.047,-2.918,9.98900,-0.45000
-2.071,-1.140,-1.088,-3.004,9.98900,-0.45000
-2.139,-1.177,-1.125,-3.088,9.98900,-0.45000
-2.204,-1.210,-1.158,-3.170,9.98900,-0.45000
-2.261,-1.226,-1.174,-3.245,9.98900,-0.45000
-2.316,-1.239,-1.187,-3.320,9.98900,-0.45000
-2.361,-1.231,-1.179,-3.386,9.98900,-0.45000
-2.401,-1.215,-1.164,-3.450,9.98900,-0.45000
