Gmag,G_BPbrmag,G_BPftmag,G_RPmag,logAge,MH
14.255,16.844,16.886,12.880,10.10551,-0.90000
13.423,15.399,15.443,12.149,10.10551,-0.90000
12.461,13.932,13.979,11.311,10.10551,-0.90000
11.861,13.128,13.176,10.779,10.10551,-0.90000
11.430,12.598,12.646,10.386,10.10551,-0.90000
10.789,11.849,11.897,9.791,10.10551,-0.90000
10.210,11.198,11.246,9.246,10.10551,-0.90000
9.769,10.708,10.756,8.829,10.10551,-0.90000
9.403,10.307,10.354,8.482,10.10551,-0.90000
8.969,9.821,9.868,8.077,10.10551,-0.90000
8.859,9.695,9.742,7.975,10.10551,-0.90000
8.462,9.246,9.292,7.609,10.10551,-0.90000
7.871,8.553,8.597,7.083,10.10551,-0.90000
7.182,7.733,7.774,6.490,10.10551,-0.90000
6.569,7.027,7.061,5.956,10.10551,-0.90000
6.463,6.907,6.940,5.863,10.10551,-0.90000
6.252,6.668,6.698,5.678,10.10551,-0.90000
6.051,6.441,6.469,5.499,10.10551,-0.90000
5.976,6.358,6.385,5.434,10.10551,-0.90000
5.951,6.330,6.357,5.411,10.10551,-0.90000
5.799,6.163,6.188,5.274,10.10551,-0.90000
5.658,6.008,6.032,5.147,10.10551,-0.90000
5.519,5.855,5.878,5.022,10.10551,-0.90000
5.401,5.726,5.748,4.916,10.10551,-0.90000
5.352,5.673,5.693,4.871,10.10551,-0.90000
5.249,5.561,5.581,4.777,10.10551,-0.90000
5.148,5.452,5.471,4.684,10.10551,-0.90000
5.009,5.303,5.321,4.556,10.10551,-0.90000
4.872,5.157,5.174,4.429,10.10551,-0.90000
4.758,5.037,5.053,4.323,10.10551,-0.90000
4.670,4.945,4.961,4.239,10.10551,-0.90000
4.510,4.779,4.794,4.086,10.10551,-0.90000
4.352,4.616,4.631,3.933,10.10551,-0.90000
4.201,4.463,4.478,3.787,10.10551,-0.90000
4.166,4.427,4.442,3.752,10.10551,-0.90000
4.099,4.359,4.374,3.685,10.10551,-0.90000
3.952,4.214,4.230,3.536,10.10551,-0.90000
3.864,4.129,4.144,3.445,10.10551,-0.90000
3.847,4.112,4.128,3.427,10.10551,-0.90000
3.823,4.089,4.105,3.402,10.10551,-0.90000
3.733,4.005,4.021,3.305,10.10551,-0.90000
3.627,3.910,3.927,3.188,10.10551,-0.90000
3.550,3.846,3.865,3.095,10.10551,-0.90000
3.491,3.804,3.824,3.018,10.10551,-0.90000
3.436,3.766,3.788,2.943,10.10551,-0.90000
3.370,3.716,3.738,2.861,10.10551,-0.90000
3.289,3.647,3.671,2.768,10.10551,-0.90000
3.204,3.570,3.595,2.676,10.10551,-0.90000
3.157,3.526,3.551,2.625,10.10551,-0.90000
3.137,3.507,3.532,2.604,10.10551,-0.90000
3.031,3.406,3.431,2.493,10.10551,-0.90000
2.933,3.311,3.337,2.391,10.10551,-0.90000
2.814,3.196,3.222,2.269,10.10551,-0.90000
2.694,3.079,3.106,2.146,10.10551,-0.90000
2.563,2.951,2.978,2.012,10.10551,-0.90000
2.436,2.827,2.854,1.882,10.10551,-0.90000
2.319,2.713,2.740,1.763,10.10551,-0.90000
2.221,2.617,2.645,1.662,10.10551,-0.90000
2.103,2.503,2.530,1.542,10.10551,-0.90000
1.980,2.383,2.411,1.415,10.10551,-0.90000
1.858,2.264,2.292,1.289,10.10551,-0.90000
1.741,2.150,2.179,1.169,10.10551,-0.90000
1.626,2.039,2.068,1.050,10.10551,-0.90000
1.513,1.931,1.960,0.934,10.10551,-0.90000
1.400,1.822,1.851,0.816,10.10551,-0.90000
1.290,1.716,1.746,0.703,10.10551,-0.90000
1.178,1.609,1.640,0.587,10.10551,-0.90000
1.072,1.507,1.538,0.476,10.10551,-0.90000
0.969,1.409,1.440,0.369,10.10551,-0.90000
0.866,1.310,1.341,0.262,10.10551,-0.90000
0.766,1.216,1.247,0.158,10.10551,-0.90000
0.666,1.120,1.153,0.053,10.10551,-0.90000
0.570,1.030,1.063,-0.048,10.10551,-0.90000
0.476,0.942,0.975,-0.146,10.10551,-0.90000
0.387,0.858,0.892,-0.240,10.10551,-0.90000
0.307,0.782,0.817,-0.324,10.10551,-0.90000
0.259,0.737,0.772,-0.374,10.10551,-0.90000
0.315,0.788,0.822,-0.314,10.10551,-0.90000
0.325,0.798,0.832,-0.303,10.10551,-0.90000
0.239,0.717,0.751,-0.393,10.10551,-0.90000
0.142,0.626,0.661,-0.496,10.10551,-0.90000
0.041,0.532,0.568,-0.602,10.10551,-0.90000
-0.056,0.442,0.478,-0.706,10.10551,-0.90000
-0.156,0.350,0.387,-0.811,10.10551,-0.90000
-0.252,0.262,0.300,-0.914,10.10551,-0.90000
-0.348,0.175,0.214,-1.017,10.10551,-0.90000
-0.442,0.090,0.129,-1.118,10.10551,-0.90000
-0.536,0.005,0.045,-1.219,10.10551,-0.90000
-0.627,-0.076,-0.035,-1.317,10.10551,-0.90000
-0.718,-0.157,-0.116,-1.415,10.10551,-0.90000
-0.806,-0.236,-0.193,-1.510,10.10551,-0.90000
-0.894,-0.314,-0.271,-1.605,10.10551,-0.90000
-0.979,-0.389,-0.345,-1.698,10.10551,-0.90000
-1.084,-0.481,-0.436,-1.812,10.10551,-0.90000
-1.168,-0.554,-0.509,-1.904,10.10551,-0.90000
-1.267,-0.640,-0.594,-2.012,10.10551,-0.90000
-1.367,-0.726,-0.679,-2.123,10.10551,-0.90000
-1.449,-0.796,-0.749,-2.213,10.10551,-0.90000
-1.543,-0.876,-0.828,-2.317,10.10551,-0.90000
-1.639,-0.956,-0.908,-2.423,10.10551,-0.90000
-1.738,-1.040,-0.992,-2.532,10.10551,-0.90000
-1.827,-1.113,-1.064,-2.631,10.10551,-0.90000
-1.917,-1.185,-1.135,-2.733,10.10551,-0.90000
-2.009,-1.259,-1.209,-2.837,10.10551,-0.90000
-2.097,-1.328,-1.277,-2.936,10.10551,-0.90000
-2.183,-1.394,-1.343,-3.034,10.10551,-0.90000
