Gmag,G_BPbrmag,G_BPftmag,G_RPmag
1.441,1.819,1.842,0.896
1.324,1.706,1.729,0.777
1.213,1.597,1.621,0.662
1.096,1.484,1.509,0.543
0.984,1.376,1.400,0.427
0.876,1.270,1.295,0.315
0.763,1.161,1.186,0.199
0.651,1.054,1.079,0.084
0.544,0.951,0.977,-0.027
0.438,0.848,0.875,-0.137
0.327,0.742,0.769,-0.253
0.221,0.641,0.668,-0.362
0.117,0.541,0.568,-0.471
0.011,0.440,0.468,-0.581
-0.087,0.347,0.375,-0.683
-0.181,0.257,0.286,-0.781
-0.267,0.176,0.205,-0.870
-0.329,0.117,0.146,-0.935
-0.296,0.147,0.176,-0.900
-0.315,0.129,0.158,-0.920
-0.418,0.032,0.062,-1.028
-0.518,-0.063,-0.032,-1.133
-0.622,-0.161,-0.130,-1.243
-0.717,-0.249,-0.217,-1.343
-0.817,-0.342,-0.309,-1.448
-0.912,-0.429,-0.395,-1.549
-1.006,-0.516,-0.481,-1.650
-1.101,-0.601,-0.566,-1.751
-1.213,-0.703,-0.666,-1.872
-1.304,-0.784,-0.747,-1.970
-1.411,-0.878,-0.840,-2.087
-1.517,-0.971,-0.931,-2.203
-1.626,-1.066,-1.025,-2.323
-1.723,-1.148,-1.105,-2.430
-1.825,-1.234,-1.191,-2.543
-1.921,-1.318,-1.273,-2.648
-2.016,-1.399,-1.354,-2.753
-2.111,-1.481,-1.435,-2.857
-2.199,-1.556,-1.510,-2.955
-2.290,-1.631,-1.584,-3.057
-2.376,-1.702,-1.654,-3.153
-2.459,-1.769,-1.721,-3.246
-2.546,-1.839,-1.790,-3.345
-2.624,-1.901,-1.852,-3.432
-2.708,-1.968,-1.918,-3.527
-2.787,-2.030,-1.979,-3.617
-2.867,-2.093,-2.043,-3.707
-2.947,-2.155,-2.104,-3.798
-3.021,-2.209,-2.158,-3.883
-3.101,-2.266,-2.215,-3.975
0.424,0.673,0.688,0.022
0.378,0.637,0.652,-0.036
0.382,0.638,0.654,-0.029
0.379,0.634,0.649,-0.030
0.377,0.630,0.645,-0.029
0.376,0.625,0.640,-0.025
0.376,0.621,0.636,-0.020
0.377,0.616,0.631,-0.013
0.377,0.611,0.625,-0.005
0.378,0.605,0.619,0.005
0.379,0.599,0.612,0.014
0.379,0.594,0.607,0.022
0.379,0.589,0.602,0.029
0.379,0.585,0.598,0.034
0.379,0.583,0.596,0.036
0.379,0.582,0.594,0.038
0.379,0.581,0.594,0.038
0.378,0.580,0.593,0.037
0.376,0.579,0.592,0.033
0.373,0.580,0.592,0.026
0.370,0.581,0.594,0.017
0.366,0.582,0.596,0.006
0.361,0.584,0.598,-0.008
0.356,0.587,0.601,-0.023
0.355,0.587,0.601,-0.025
0.354,0.588,0.602,-0.027
0.348,0.589,0.604,-0.043
0.341,0.590,0.605,-0.060
0.333,0.589,0.604,-0.078
0.324,0.588,0.603,-0.096
0.314,0.585,0.601,-0.113
0.303,0.580,0.596,-0.133
0.291,0.573,0.590,-0.152
0.278,0.566,0.583,-0.169
0.265,0.556,0.574,-0.188
0.247,0.544,0.561,-0.211
0.244,0.541,0.559,-0.216
0.222,0.525,0.543,-0.244
0.192,0.502,0.521,-0.282
0.119,0.443,0.462,-0.371
0.021,0.361,0.382,-0.485
-0.081,0.274,0.296,-0.603
-0.182,0.186,0.209,-0.716
-0.278,0.101,0.125,-0.822
-0.335,0.049,0.074,-0.886
-0.433,-0.039,-0.014,-0.992
-0.518,-0.117,-0.091,-1.084
-0.565,-0.160,-0.134,-1.135
-0.600,-0.192,-0.165,-1.173
-0.610,-0.201,-0.174,-1.184
-0.605,-0.196,-0.169,-1.178
-0.596,-0.188,-0.162,-1.168
-0.620,-0.210,-0.183,-1.194
-0.652,-0.238,-0.211,-1.229
-0.749,-0.326,-0.298,-1.335
-0.847,-0.416,-0.387,-1.441
-0.946,-0.505,-0.476,-1.547
-1.044,-0.595,-0.565,-1.653
-1.142,-0.684,-0.653,-1.759
-1.238,-0.772,-0.740,-1.862
-1.336,-0.859,-0.826,-1.968
-1.435,-0.947,-0.912,-2.076
-1.534,-1.033,-0.997,-2.185
-1.633,-1.118,-1.081,-2.295
-1.732,-1.202,-1.163,-2.405
-1.831,-1.285,-1.244,-2.516
-1.927,-1.364,-1.323,-2.625
-2.023,-1.442,-1.399,-2.734
-2.114,-1.515,-1.471,-2.838
-2.198,-1.586,-1.541,-2.932
-2.282,-1.654,-1.608,-3.026
-2.366,-1.721,-1.675,-3.121
-2.461,-1.797,-1.750,-3.229
-2.561,-1.877,-1.829,-3.344
-2.649,-1.944,-1.896,-3.445
-2.709,-1.990,-1.941,-3.514
-2.723,-2.001,-1.952,-3.530
-2.745,-2.018,-1.968,-3.555
-2.791,-2.052,-2.002,-3.608
-3.328,-2.458,-2.407,-4.222
-3.037,-2.237,-2.186,-3.891
-2.761,-2.036,-1.986,-3.569
-2.382,-1.745,-1.698,-3.132
-2.395,-1.755,-1.708,-3.147
-2.594,-1.910,-1.862,-3.376
-2.886,-2.129,-2.079,-3.715
-3.124,-2.294,-2.242,-3.995
-3.273,-2.389,-2.337,-4.174
-3.353,-2.438,-2.386,-4.271
-3.394,-2.463,-2.411,-4.320
-3.420,-2.478,-2.426,-4.352
30.049,30.042,30.033,30.044
