Gmag,G_BPbrmag,G_BPftmag,G_RPmag,logAge,MH
13.508,15.189,15.232,12.311,10.04139,-1.80000
12.741,13.996,14.045,11.668,10.04139,-1.80000
12.375,13.493,13.543,11.356,10.04139,-1.80000
11.510,12.435,12.483,10.580,10.04139,-1.80000
10.996,11.847,11.895,10.105,10.04139,-1.80000
10.605,11.411,11.458,9.739,10.04139,-1.80000
10.013,10.766,10.811,9.178,10.04139,-1.80000
9.470,10.180,10.224,8.664,10.04139,-1.80000
9.054,9.729,9.771,8.269,10.04139,-1.80000
8.711,9.357,9.399,7.947,10.04139,-1.80000
8.359,8.972,9.012,7.619,10.04139,-1.80000
7.916,8.476,8.514,7.214,10.04139,-1.80000
7.662,8.191,8.227,6.985,10.04139,-1.80000
7.422,7.923,7.957,6.768,10.04139,-1.80000
6.873,7.318,7.348,6.266,10.04139,-1.80000
6.333,6.720,6.744,5.780,10.04139,-1.80000
6.207,6.580,6.602,5.668,10.04139,-1.80000
6.061,6.418,6.439,5.538,10.04139,-1.80000
5.938,6.282,6.301,5.429,10.04139,-1.80000
5.820,6.150,6.168,5.323,10.04139,-1.80000
5.783,6.110,6.127,5.291,10.04139,-1.80000
5.681,5.997,6.013,5.200,10.04139,-1.80000
5.534,5.836,5.851,5.068,10.04139,-1.80000
5.396,5.686,5.700,4.943,10.04139,-1.80000
5.266,5.545,5.559,4.825,10.04139,-1.80000
5.223,5.499,5.512,4.786,10.04139,-1.80000
5.139,5.408,5.421,4.709,10.04139,-1.80000
5.010,5.270,5.282,4.591,10.04139,-1.80000
4.882,5.135,5.146,4.473,10.04139,-1.80000
4.764,5.009,5.020,4.363,10.04139,-1.80000
4.640,4.880,4.890,4.248,10.04139,-1.80000
4.561,4.796,4.806,4.173,10.04139,-1.80000
4.464,4.695,4.705,4.083,10.04139,-1.80000
4.331,4.555,4.565,3.957,10.04139,-1.80000
4.197,4.417,4.427,3.831,10.04139,-1.80000
4.065,4.281,4.290,3.704,10.04139,-1.80000
3.935,4.147,4.157,3.579,10.04139,-1.80000
3.806,4.015,4.025,3.453,10.04139,-1.80000
3.713,3.921,3.931,3.362,10.04139,-1.80000
3.677,3.885,3.895,3.326,10.04139,-1.80000
3.546,3.756,3.766,3.193,10.04139,-1.80000
3.533,3.743,3.753,3.180,10.04139,-1.80000
3.404,3.619,3.629,3.045,10.04139,-1.80000
3.381,3.596,3.606,3.020,10.04139,-1.80000
3.355,3.572,3.582,2.992,10.04139,-1.80000
3.259,3.483,3.494,2.886,10.04139,-1.80000
3.174,3.409,3.420,2.788,10.04139,-1.80000
3.098,3.345,3.357,2.697,10.04139,-1.80000
3.032,3.293,3.306,2.613,10.04139,-1.80000
2.972,3.248,3.262,2.535,10.04139,-1.80000
2.915,3.206,3.220,2.462,10.04139,-1.80000
2.854,3.158,3.174,2.386,10.04139,-1.80000
2.773,3.091,3.108,2.290,10.04139,-1.80000
2.688,3.015,3.033,2.195,10.04139,-1.80000
2.588,2.922,2.940,2.086,10.04139,-1.80000
2.551,2.887,2.905,2.047,10.04139,-1.80000
2.446,2.787,2.806,1.938,10.04139,-1.80000
2.324,2.669,2.688,1.811,10.04139,-1.80000
2.212,2.560,2.580,1.695,10.04139,-1.80000
2.097,2.449,2.469,1.578,10.04139,-1.80000
1.972,2.327,2.347,1.450,10.04139,-1.80000
1.848,2.206,2.227,1.323,10.04139,-1.80000
1.728,2.088,2.109,1.200,10.04139,-1.80000
1.614,1.977,1.998,1.083,10.04139,-1.80000
1.493,1.859,1.880,0.959,10.04139,-1.80000
1.366,1.735,1.756,0.829,10.04139,-1.80000
1.250,1.622,1.644,0.711,10.04139,-1.80000
1.136,1.510,1.532,0.593,10.04139,-1.80000
1.018,1.396,1.418,0.473,10.04139,-1.80000
0.905,1.285,1.308,0.356,10.04139,-1.80000
0.787,1.171,1.194,0.235,10.04139,-1.80000
0.674,1.061,1.084,0.119,10.04139,-1.80000
0.564,0.955,0.978,0.006,10.04139,-1.80000
0.450,0.844,0.868,-0.112,10.04139,-1.80000
0.337,0.736,0.760,-0.228,10.04139,-1.80000
0.230,0.632,0.657,-0.339,10.04139,-1.80000
0.124,0.530,0.555,-0.449,10.04139,-1.80000
0.013,0.423,0.449,-0.564,10.04139,-1.80000
-0.092,0.323,0.348,-0.672,10.04139,-1.80000
-0.196,0.223,0.249,-0.780,10.04139,-1.80000
-0.302,0.121,0.148,-0.890,10.04139,-1.80000
-0.400,0.027,0.055,-0.992,10.04139,-1.80000
-0.499,-0.066,-0.039,-1.095,10.04139,-1.80000
-0.592,-0.155,-0.127,-1.192,10.04139,-1.80000
-0.652,-0.212,-0.184,-1.254,10.04139,-1.80000
