Gmag,G_BPbrmag,G_BPftmag,G_RPmag,logAge,MH
14.698,17.698,17.743,13.255,10.12222,-0.60000
13.921,16.378,16.424,12.555,10.12222,-0.60000
12.936,14.795,14.842,11.680,10.12222,-0.60000
12.299,13.869,13.917,11.117,10.12222,-0.60000
11.831,13.241,13.288,10.697,10.12222,-0.60000
11.138,12.374,12.422,10.065,10.12222,-0.60000
10.528,11.660,11.708,9.497,10.12222,-0.60000
10.072,11.144,11.191,9.067,10.12222,-0.60000
10.054,11.123,11.171,9.050,10.12222,-0.60000
9.683,10.706,10.754,8.701,10.12222,-0.60000
9.233,10.190,10.237,8.284,10.12222,-0.60000
8.734,9.619,9.666,7.824,10.12222,-0.60000
8.174,8.969,9.016,7.316,10.12222,-0.60000
7.517,8.189,8.234,6.738,10.12222,-0.60000
6.873,7.413,7.454,6.192,10.12222,-0.60000
6.461,6.934,6.971,5.836,10.12222,-0.60000
6.260,6.705,6.739,5.661,10.12222,-0.60000
6.182,6.616,6.650,5.592,10.12222,-0.60000
6.065,6.484,6.517,5.489,10.12222,-0.60000
5.956,6.362,6.393,5.393,10.12222,-0.60000
5.853,6.247,6.277,5.300,10.12222,-0.60000
5.749,6.131,6.160,5.207,10.12222,-0.60000
5.687,6.063,6.092,5.152,10.12222,-0.60000
5.594,5.961,5.988,5.069,10.12222,-0.60000
5.469,5.823,5.849,4.956,10.12222,-0.60000
5.348,5.691,5.716,4.846,10.12222,-0.60000
5.229,5.561,5.585,4.738,10.12222,-0.60000
5.119,5.442,5.465,4.638,10.12222,-0.60000
5.097,5.419,5.441,4.618,10.12222,-0.60000
5.010,5.325,5.347,4.536,10.12222,-0.60000
4.907,5.217,5.238,4.441,10.12222,-0.60000
4.802,5.105,5.126,4.342,10.12222,-0.60000
4.701,4.999,5.020,4.247,10.12222,-0.60000
4.572,4.864,4.884,4.124,10.12222,-0.60000
4.444,4.732,4.751,4.000,10.12222,-0.60000
4.408,4.695,4.714,3.966,10.12222,-0.60000
