Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPbrmag,G_BPftmag,G_RPmag
0.00017443,-1.95000,10.11394,0.0919735953,1.1003307104,0.092,-3.116,3.5021,5.478,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-5.79e-17,0.00,7.476e-01,2.522e-01,3.241e-05,8.745e-06,7.931e-05,-1.000,1.802e-04,12.560,13.186,14.621,14.668,12.055
0.00017443,-1.95000,10.11394,0.0970494524,1.1459758282,0.097,-2.940,3.5273,5.426,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-8.97e-17,0.00,7.462e-01,2.537e-01,3.241e-05,8.745e-06,7.931e-05,-1.000,1.802e-04,12.121,12.655,13.849,13.898,11.605
0.00017443,-1.95000,10.11394,0.1019383445,1.1870970726,0.102,-2.780,3.5503,5.379,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.34e-16,0.00,7.448e-01,2.550e-01,3.241e-05,8.745e-06,7.932e-05,-1.000,1.802e-04,11.720,12.160,13.187,13.237,11.180
0.00017443,-1.95000,10.11394,0.1218678504,1.3315026760,0.122,-2.496,3.5795,5.289,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-2.61e-16,0.00,7.413e-01,2.585e-01,3.241e-05,8.745e-06,7.932e-05,-1.000,1.803e-04,11.009,11.337,12.204,12.252,10.437
0.00017443,-1.95000,10.11394,0.1417973787,1.4480673075,0.142,-2.315,3.5935,5.230,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-3.49e-16,0.00,7.390e-01,2.608e-01,3.241e-05,8.745e-06,7.932e-05,-1.000,1.802e-04,10.556,10.838,11.640,11.687,9.975
0.00017443,-1.95000,10.11394,0.1617268920,1.5450688601,0.162,-2.173,3.6026,5.182,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-5.39e-16,0.00,7.377e-01,2.621e-01,3.241e-05,8.745e-06,7.932e-05,-1.000,1.802e-04,10.202,10.456,11.219,11.264,9.616
0.00017443,-1.95000,10.11394,0.2015859336,1.6992318630,0.201,-1.956,3.6145,5.108,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-8.65e-16,0.00,7.371e-01,2.628e-01,3.241e-05,8.745e-06,7.932e-05,-1.000,1.802e-04,9.660,9.877,10.592,10.636,9.067
0.00017443,-1.95000,10.11394,0.2514097095,1.8438910246,0.251,-1.758,3.6253,5.049,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.08e-15,0.00,7.373e-01,2.625e-01,3.241e-05,8.746e-06,7.932e-05,-1.000,1.802e-04,9.165,9.349,10.023,10.065,8.566
0.00017443,-1.95000,10.11394,0.3012335300,1.9553778172,0.301,-1.606,3.6343,5.012,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.7e-15,0.00,7.374e-01,2.625e-01,3.240e-05,8.746e-06,7.932e-05,-1.000,1.803e-04,8.785,8.942,9.583,9.624,8.181
0.00017443,-1.95000,10.11394,0.3510572612,2.0451469421,0.351,-1.480,3.6425,4.986,1,0.000,0.544,0.00,0.00,0.00,0.00,0.00,-1,-2.25e-15,0.00,7.373e-01,2.626e-01,3.238e-05,8.748e-06,7.932e-05,-1.000,1.802e-04,8.471,8.603,9.216,9.256,7.862
0.00017443,-1.95000,10.11394,0.4008810520,2.1197147369,0.401,-1.353,3.6517,4.952,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-2.95e-15,0.00,7.502e-01,2.497e-01,3.241e-05,8.745e-06,7.931e-05,-1.000,1.803e-04,8.152,8.258,8.842,8.881,7.539
0.00017443,-1.95000,10.11394,0.4507048726,2.1831133366,0.450,-1.196,3.6669,4.907,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-4.19e-15,0.00,7.507e-01,2.491e-01,3.241e-05,8.745e-06,7.931e-05,-1.000,1.802e-04,7.761,7.828,8.366,8.402,7.144
0.00017443,-1.95000,10.11394,0.5005286336,2.2379984856,0.500,-1.021,3.6849,4.850,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-6.36e-15,0.00,7.511e-01,2.487e-01,3.239e-05,8.738e-06,7.924e-05,-1.000,1.802e-04,7.323,7.351,7.838,7.871,6.709
0.00017443,-1.95000,10.11394,0.5503524542,2.2839498520,0.550,-0.811,3.7057,4.764,1,0.000,0.544,0.00,0.00,0.00,0.00,0.00,-1,-1.09e-14,0.00,7.876e-01,2.123e-01,2.792e-05,7.539e-06,6.841e-05,-1.000,9.945e-05,6.797,6.791,7.226,7.253,6.195
