Gmag,G_BPbrmag,G_BPftmag,G_RPmag,logAge,MH
15.030,17.999,18.045,13.571,10.05115,-0.30000
14.596,17.552,17.598,13.139,10.05115,-0.30000
14.513,17.432,17.479,13.061,10.05115,-0.30000
13.503,15.819,15.866,12.150,10.05115,-0.30000
12.833,14.804,14.852,11.548,10.05115,-0.30000
12.337,14.095,14.142,11.101,10.05115,-0.30000
11.617,13.131,13.179,10.447,10.05115,-0.30000
10.968,12.324,12.371,9.849,10.05115,-0.30000
10.480,11.747,11.794,9.394,10.05115,-0.30000
10.224,11.450,11.497,9.154,10.05115,-0.30000
10.067,11.269,11.317,9.006,10.05115,-0.30000
9.632,10.760,10.808,8.602,10.05115,-0.30000
9.458,10.555,10.603,8.442,10.05115,-0.30000
9.153,10.197,10.245,8.162,10.05115,-0.30000
9.043,10.065,10.113,8.062,10.05115,-0.30000
8.627,9.573,9.621,7.684,10.05115,-0.30000
8.390,9.292,9.340,7.472,10.05115,-0.30000
8.038,8.879,8.927,7.155,10.05115,-0.30000
7.450,8.174,8.222,6.639,10.05115,-0.30000
6.988,7.607,7.653,6.250,10.05115,-0.30000
6.832,7.417,7.462,6.118,10.05115,-0.30000
6.423,6.936,6.978,5.767,10.05115,-0.30000
6.269,6.757,6.797,5.633,10.05115,-0.30000
6.173,6.646,6.686,5.550,10.05115,-0.30000
6.025,6.478,6.516,5.422,10.05115,-0.30000
5.885,6.319,6.356,5.299,10.05115,-0.30000
5.762,6.180,6.215,5.190,10.05115,-0.30000
5.746,6.162,6.197,5.176,10.05115,-0.30000
5.668,6.076,6.110,5.106,10.05115,-0.30000
5.555,5.951,5.984,5.005,10.05115,-0.30000
5.445,5.829,5.861,4.906,10.05115,-0.30000
5.342,5.715,5.746,4.813,10.05115,-0.30000
5.254,5.618,5.648,4.734,10.05115,-0.30000
5.195,5.554,5.583,4.680,10.05115,-0.30000
5.087,5.437,5.465,4.582,10.05115,-0.30000
4.982,5.324,5.351,4.485,10.05115,-0.30000
4.884,5.219,5.245,4.394,10.05115,-0.30000
4.787,5.116,5.141,4.304,10.05115,-0.30000
4.745,5.070,5.096,4.265,10.05115,-0.30000
4.666,4.987,5.012,4.191,10.05115,-0.30000
4.555,4.870,4.894,4.085,10.05115,-0.30000
4.449,4.760,4.783,3.985,10.05115,-0.30000
4.346,4.653,4.676,3.885,10.05115,-0.30000
4.250,4.554,4.577,3.792,10.05115,-0.30000
4.232,4.535,4.558,3.775,10.05115,-0.30000
4.169,4.472,4.495,3.713,10.05115,-0.30000
4.045,4.348,4.371,3.589,10.05115,-0.30000
3.918,4.224,4.247,3.458,10.05115,-0.30000
3.895,4.202,4.225,3.434,10.05115,-0.30000
3.799,4.115,4.139,3.330,10.05115,-0.30000
3.716,4.047,4.072,3.231,10.05115,-0.30000
3.679,4.030,4.058,3.172,10.05115,-0.30000
3.669,4.041,4.071,3.141,10.05115,-0.30000
3.659,4.054,4.086,3.107,10.05115,-0.30000
