Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPbrmag,G_BPftmag,G_RPmag
0.00024632,-1.80000,9.97772,0.0900000036,1.0816895962,0.090,-3.201,3.4842,5.482,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-4.79e-17,0.00,7.488e-01,2.509e-01,4.823e-05,1.301e-05,1.180e-04,-1.000,2.682e-04,12.772,13.516,15.204,15.247,12.317
0.00024632,-1.80000,9.97772,0.0933350995,1.1128900051,0.093,-3.075,3.5026,5.446,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-6.56e-17,0.00,7.482e-01,2.515e-01,4.823e-05,1.301e-05,1.180e-04,-1.000,2.682e-04,12.458,13.125,14.569,14.615,11.991
0.00024632,-1.80000,9.97772,0.1000000015,1.1711064577,0.100,-2.837,3.5375,5.377,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.18e-16,0.00,7.468e-01,2.529e-01,4.823e-05,1.301e-05,1.180e-04,-1.000,2.681e-04,11.863,12.379,13.499,13.548,11.360
0.00024632,-1.80000,9.97772,0.1199999973,1.3193154335,0.120,-2.545,3.5684,5.287,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-2.35e-16,0.00,7.444e-01,2.554e-01,4.823e-05,1.301e-05,1.180e-04,-1.000,2.682e-04,11.132,11.513,12.440,12.488,10.583
0.00024632,-1.80000,9.97772,0.1400000006,1.4384527206,0.140,-2.363,3.5832,5.231,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-3.53e-16,0.00,7.426e-01,2.571e-01,4.823e-05,1.301e-05,1.180e-04,-1.000,2.682e-04,10.676,11.002,11.855,11.902,10.111
0.00024632,-1.80000,9.97772,0.1599999964,1.5372931957,0.160,-2.221,3.5929,5.187,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-4.82e-16,0.00,7.414e-01,2.584e-01,4.823e-05,1.301e-05,1.180e-04,-1.000,2.682e-04,10.322,10.614,11.422,11.468,9.748
0.00024632,-1.80000,9.97772,0.1863466650,1.6453907490,0.186,-2.071,3.6015,5.137,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-6.68e-16,0.00,7.406e-01,2.591e-01,4.823e-05,1.301e-05,1.180e-04,-1.000,2.682e-04,9.947,10.211,10.981,11.027,9.366
0.00024632,-1.80000,9.97772,0.2000000179,1.6938792467,0.200,-2.001,3.6054,5.114,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-7.77e-16,0.00,7.403e-01,2.594e-01,4.823e-05,1.301e-05,1.180e-04,-1.000,2.682e-04,9.773,10.024,10.778,10.823,9.189
0.00024632,-1.80000,9.97772,0.2500000000,1.8403258324,0.250,-1.797,3.6164,5.051,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.2e-15,0.00,7.403e-01,2.594e-01,4.822e-05,1.301e-05,1.180e-04,-1.000,2.682e-04,9.263,9.479,10.189,10.232,8.672
0.00024632,-1.80000,9.97772,0.3000000417,1.9529141188,0.300,-1.641,3.6254,5.009,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.64e-15,0.00,7.404e-01,2.593e-01,4.821e-05,1.301e-05,1.180e-04,-1.000,2.682e-04,8.872,9.059,9.735,9.777,8.275
