Gmag,G_BPbrmag,G_BPftmag,G_RPmag
-1.204,-0.245,-0.194,-2.154
-1.256,-0.256,-0.205,-2.227
-1.306,-0.256,-0.205,-2.299
-1.350,-0.237,-0.186,-2.372
-1.388,-0.204,-0.154,-2.438
-1.414,-0.150,-0.100,-2.493
-1.434,-0.084,-0.035,-2.544
-1.443,0.009,0.057,-2.584
-1.444,0.113,0.161,-2.618
-1.428,0.249,0.296,-2.634
-1.410,0.389,0.434,-2.649
-1.361,0.589,0.632,-2.636
-1.305,0.798,0.840,-2.614
-1.216,1.059,1.097,-2.560
-1.115,1.339,1.375,-2.496
-1.113,1.321,1.357,-2.489
-0.916,1.851,1.879,-2.364
-0.897,1.897,1.924,-2.350
-0.883,1.930,1.957,-2.342
-0.868,1.968,1.995,-2.331
-0.843,2.027,2.052,-2.314
-0.830,2.056,2.081,-2.307
-0.812,2.097,2.121,-2.297
-0.792,2.138,2.162,-2.285
-0.783,2.165,2.189,-2.282
-0.774,2.196,2.220,-2.280
-0.763,2.228,2.251,-2.274
-0.753,2.253,2.276,-2.270
-0.754,2.252,2.276,-2.270
-1.074,1.312,1.348,-2.440
-1.341,0.417,0.463,-2.569
-1.413,-0.178,-0.128,-2.482
-1.416,-0.109,-0.060,-2.510
-1.344,0.416,0.462,-2.573
-1.030,1.447,1.482,-2.416
-0.773,2.112,2.137,-2.250
-0.735,2.232,2.256,-2.239
-0.728,2.277,2.300,-2.244
-0.732,2.287,2.310,-2.252
-0.734,2.290,2.313,-2.255
-0.974,1.623,1.655,-2.385
-1.359,0.405,0.451,-2.588
-1.432,-0.195,-0.145,-2.501
-1.435,-0.127,-0.077,-2.529
-1.363,0.400,0.446,-2.592
-1.048,1.432,1.467,-2.434
-0.786,2.108,2.132,-2.264
-0.744,2.232,2.256,-2.250
-0.737,2.276,2.300,-2.254
-0.741,2.287,2.310,-2.262
-0.743,2.290,2.313,-2.265
-0.992,1.612,1.644,-2.403
-1.381,0.385,0.431,-2.611
-1.455,-0.219,-0.168,-2.524
-1.458,-0.150,-0.101,-2.552
-1.387,0.375,0.421,-2.615
-1.072,1.408,1.443,-2.458
-0.803,2.100,2.125,-2.281
-0.756,2.230,2.253,-2.263
-0.747,2.277,2.300,-2.266
-0.747,2.294,2.317,-2.270
-0.747,2.299,2.322,-2.272
-1.015,1.591,1.624,-2.427
-1.410,0.353,0.399,-2.638
-1.484,-0.252,-0.201,-2.551
-1.487,-0.184,-0.134,-2.579
-1.417,0.338,0.384,-2.644
-1.104,1.371,1.406,-2.488
-0.821,2.093,2.117,-2.300
-0.769,2.229,2.253,-2.277
-0.756,2.282,2.306,-2.277
-0.753,2.300,2.324,-2.279
-0.755,2.305,2.328,-2.281
29.983,29.971,29.961,29.987
