Gmag,G_BPbrmag,G_BPftmag,G_RPmag
15.210,18.161,18.208,13.740
14.726,17.662,17.709,13.257
13.777,16.282,16.329,12.382
13.184,15.396,15.444,11.845
13.094,15.260,15.308,11.764
12.965,15.072,15.119,11.647
12.582,14.525,14.573,11.300
11.922,13.617,13.665,10.701
11.819,13.478,13.525,10.608
11.160,12.649,12.696,9.997
10.661,12.047,12.094,9.532
10.237,11.545,11.592,9.135
9.790,11.013,11.061,8.721
9.542,10.717,10.764,8.493
9.310,10.442,10.490,8.279
8.778,9.804,9.851,7.797
8.164,9.071,9.119,7.246
7.563,8.347,8.395,6.716
6.916,7.552,7.599,6.168
6.623,7.199,7.245,5.917
6.314,6.836,6.879,5.652
6.256,6.769,6.812,5.601
6.093,6.582,6.623,5.459
5.943,6.410,6.450,5.328
5.803,6.252,6.290,5.204
5.753,6.196,6.234,5.161
5.720,6.159,6.197,5.131
5.595,6.020,6.057,5.019
5.475,5.888,5.924,4.910
5.359,5.761,5.795,4.805
5.252,5.643,5.676,4.707
5.229,5.618,5.652,4.687
5.146,5.528,5.561,4.611
5.049,5.423,5.455,4.521
4.951,5.318,5.349,4.431
4.815,5.172,5.202,4.304
4.683,5.033,5.062,4.180
4.667,5.016,5.045,4.164
4.585,4.930,4.959,4.086
4.485,4.827,4.855,3.990
4.465,4.806,4.835,3.970
4.428,4.768,4.796,3.934
4.332,4.671,4.699,3.839
4.218,4.558,4.586,3.725
4.127,4.470,4.498,3.630
4.106,4.450,4.479,3.608
3.996,4.353,4.383,3.486
3.996,4.352,4.382,3.484
3.937,4.315,4.347,3.405
3.920,4.322,4.356,3.365
3.903,4.328,4.364,3.326
3.849,4.295,4.333,3.251
3.764,4.224,4.263,3.154
3.748,4.210,4.249,3.137
3.682,4.149,4.188,3.066
3.569,4.042,4.081,2.949
3.462,3.938,3.978,2.838
3.361,3.839,3.878,2.734
3.256,3.736,3.776,2.628
3.146,3.628,3.668,2.516
3.035,3.519,3.559,2.402
2.931,3.419,3.459,2.297
2.826,3.316,3.356,2.189
2.719,3.212,3.252,2.079
2.620,3.116,3.156,1.978
2.516,3.016,3.056,1.872
2.413,2.916,2.957,1.766
2.315,2.821,2.862,1.664
2.215,2.725,2.766,1.561
2.116,2.630,2.671,1.458
2.021,2.540,2.581,1.361
1.928,2.450,2.492,1.264
1.809,2.337,2.379,1.140
1.716,2.249,2.291,1.044
1.594,2.133,2.176,0.917
1.480,2.026,2.069,0.798
1.363,1.915,1.959,0.675
1.252,1.810,1.854,0.558
1.145,1.710,1.754,0.446
1.100,1.668,1.713,0.400
1.138,1.703,1.747,0.441
1.205,1.763,1.807,0.512
1.230,1.787,1.831,0.539
1.130,1.693,1.737,0.433
1.015,1.587,1.631,0.311
0.905,1.486,1.531,0.194
0.795,1.386,1.432,0.077
0.686,1.286,1.332,-0.040
0.580,1.191,1.237,-0.153
0.473,1.095,1.142,-0.268
0.370,1.003,1.050,-0.378
0.268,0.912,0.960,-0.488
0.170,0.825,0.873,-0.593
0.072,0.738,0.786,-0.698
-0.026,0.650,0.699,-0.803
-0.119,0.567,0.616,-0.904
-0.213,0.484,0.533,-1.005
-0.306,0.400,0.449,-1.105
-0.394,0.322,0.371,-1.200
-0.483,0.243,0.293,-1.296
-0.569,0.167,0.217,-1.389
-0.653,0.095,0.145,-1.481
-0.736,0.027,0.078,-1.574
-0.815,-0.036,0.014,-1.662
-0.896,-0.101,-0.050,-1.753
-0.971,-0.159,-0.108,-1.838
-1.043,-0.213,-0.162,-1.921
-1.116,-0.268,-0.217,-2.005
-1.184,-0.315,-0.264,-2.084
-1.249,-0.359,-0.308,-2.162
-1.313,-0.402,-0.350,-2.238
-1.384,-0.437,-0.386,-2.327
-1.449,-0.467,-0.415,-2.410
-1.511,-0.489,-0.438,-2.490
-1.563,-0.493,-0.442,-2.565
-1.614,-0.495,-0.444,-2.637
-1.655,-0.476,-0.426,-2.701
-1.692,-0.451,-0.400,-2.762
-1.725,-0.417,-0.367,-2.819
-1.747,-0.359,-0.310,-2.868
-1.766,-0.294,-0.245,-2.913
-1.775,-0.209,-0.161,-2.949
-1.780,-0.118,-0.071,-2.981
-1.780,-0.019,0.028,-3.007
-1.764,0.108,0.153,-3.018
-1.745,0.243,0.287,-3.026
-1.710,0.403,0.446,-3.018
-1.669,0.571,0.612,-3.003
-1.629,0.737,0.776,-2.988
-1.583,0.912,0.948,-2.968
-1.545,1.054,1.088,-2.949
0.637,1.155,1.197,-0.022
0.619,1.138,1.180,-0.042
0.611,1.130,1.172,-0.050
0.609,1.128,1.170,-0.052
0.611,1.129,1.171,-0.048
0.616,1.132,1.174,-0.042
0.621,1.135,1.177,-0.036
0.627,1.139,1.181,-0.029
0.632,1.143,1.184,-0.022
0.637,1.146,1.188,-0.016
0.641,1.149,1.190,-0.011
0.645,1.152,1.193,-0.006
0.648,1.154,1.195,-0.002
0.651,1.155,1.196,0.002
0.652,1.156,1.197,0.004
0.652,1.156,1.197,0.004
0.654,1.157,1.198,0.007
0.655,1.158,1.198,0.008
0.656,1.158,1.198,0.009
0.655,1.157,1.198,0.009
0.654,1.156,1.197,0.008
0.652,1.154,1.194,0.006
0.649,1.151,1.192,0.003
0.648,1.150,1.191,0.002
0.648,1.150,1.191,0.002
0.643,1.146,1.187,-0.003
0.638,1.141,1.182,-0.009
0.631,1.135,1.176,-0.017
0.623,1.128,1.169,-0.026
0.612,1.119,1.160,-0.039
0.599,1.108,1.149,-0.053
0.582,1.093,1.135,-0.071
0.567,1.080,1.122,-0.088
0.554,1.069,1.111,-0.103
0.516,1.037,1.079,-0.145
0.453,0.982,1.025,-0.216
0.376,0.917,0.960,-0.301
0.294,0.846,0.890,-0.393
0.216,0.779,0.824,-0.480
0.134,0.710,0.755,-0.571
0.058,0.646,0.692,-0.656
-0.022,0.577,0.624,-0.746
-0.096,0.515,0.561,-0.827
-0.132,0.484,0.531,-0.867
-0.159,0.461,0.508,-0.897
-0.248,0.385,0.432,-0.995
-0.325,0.319,0.367,-1.080
-0.390,0.264,0.312,-1.152
-0.444,0.217,0.266,-1.211
-0.406,0.249,0.297,-1.170
-0.355,0.293,0.341,-1.113
-0.292,0.347,0.395,-1.043
-0.257,0.377,0.424,-1.005
-0.296,0.343,0.391,-1.049
-0.383,0.270,0.318,-1.145
-0.471,0.194,0.243,-1.241
-0.555,0.122,0.171,-1.334
-0.638,0.051,0.100,-1.426
-0.719,-0.017,0.033,-1.516
-0.798,-0.080,-0.030,-1.605
-0.876,-0.141,-0.091,-1.693
-0.953,-0.203,-0.152,-1.781
