Gmag,G_BPbrmag,G_BPftmag,G_RPmag
-1.028,-0.260,-0.209,-1.867
-1.103,-0.317,-0.266,-1.953
-1.176,-0.372,-0.321,-2.038
-1.226,-0.386,-0.335,-2.109
-1.264,-0.381,-0.329,-2.172
-1.327,-0.415,-0.363,-2.251
-1.382,-0.436,-0.384,-2.325
-1.437,-0.450,-0.399,-2.400
-1.487,-0.457,-0.406,-2.470
-1.527,-0.446,-0.395,-2.534
-1.563,-0.428,-0.377,-2.593
-1.590,-0.382,-0.331,-2.648
-1.614,-0.334,-0.283,-2.699
-1.623,-0.253,-0.203,-2.737
-1.628,-0.162,-0.113,-2.772
-1.626,-0.047,0.001,-2.803
-1.624,0.076,0.124,-2.835
-1.652,0.078,0.125,-2.871
-1.653,0.137,0.183,-2.886
-1.649,0.204,0.250,-2.897
-1.641,0.276,0.321,-2.905
-1.683,0.187,0.233,-2.935
-1.652,0.356,0.401,-2.936
-1.709,-0.353,-0.303,-2.818
-1.731,-0.041,0.007,-2.939
-1.742,-0.220,-0.171,-2.903
-1.751,-0.251,-0.201,-2.906
-1.765,-0.236,-0.187,-2.928
-1.777,-0.206,-0.157,-2.952
-1.790,-0.178,-0.130,-2.976
-1.798,-0.133,-0.084,-2.999
-1.813,-0.086,-0.038,-3.030
-1.860,-0.110,-0.062,-3.083
-1.974,-0.278,-0.230,-3.182
-2.208,-0.737,-0.687,-3.353
-2.448,-1.233,-1.181,-3.507
-2.617,-1.564,-1.511,-3.608
31.268,31.236,31.208,31.336
