Gmag,G_BPbrmag,G_BPftmag,G_RPmag
12.075,13.041,13.091,11.124
11.661,12.545,12.593,10.752
10.999,11.777,11.823,10.150
10.565,11.297,11.341,9.743
10.231,10.935,10.978,9.427
9.691,10.356,10.397,8.913
9.191,9.822,9.862,8.436
8.803,9.408,9.446,8.066
8.475,9.057,9.094,7.756
8.210,8.772,8.808,7.506
8.157,8.715,8.750,7.456
7.767,8.289,8.322,7.095
7.339,7.821,7.851,6.698
6.827,7.261,7.287,6.229
6.473,6.868,6.891,5.910
6.308,6.686,6.707,5.762
6.165,6.527,6.547,5.635
6.026,6.372,6.390,5.511
5.902,6.234,6.251,5.402
5.792,6.112,6.128,5.304
5.774,6.092,6.108,5.289
5.701,6.012,6.027,5.224
5.568,5.867,5.880,5.105
5.449,5.737,5.750,4.997
5.330,5.608,5.620,4.888
5.216,5.485,5.496,4.785
5.090,5.350,5.361,4.671
4.958,5.209,5.219,4.549
4.826,5.069,5.079,4.427
4.704,4.940,4.950,4.314
4.577,4.807,4.816,4.196
4.554,4.782,4.791,4.174
4.547,4.775,4.784,4.168
4.419,4.641,4.649,4.048
4.289,4.505,4.513,3.926
4.117,4.326,4.335,3.763
3.939,4.142,4.151,3.593
3.811,4.011,4.019,3.470
3.681,3.879,3.887,3.344
3.569,3.765,3.774,3.233
3.526,3.723,3.731,3.190
3.421,3.619,3.628,3.084
3.281,3.483,3.492,2.937
3.254,3.458,3.467,2.908
3.227,3.432,3.441,2.878
3.128,3.342,3.351,2.767
3.041,3.266,3.276,2.665
2.962,3.202,3.213,2.569
2.891,3.147,3.158,2.478
2.825,3.097,3.110,2.392
2.761,3.048,3.061,2.309
2.691,2.993,3.007,2.224
2.601,2.916,2.932,2.119
2.511,2.835,2.851,2.018
2.404,2.735,2.752,1.904
2.385,2.718,2.735,1.884
2.282,2.619,2.637,1.777
2.161,2.502,2.520,1.650
2.052,2.396,2.414,1.538
1.940,2.288,2.306,1.424
1.830,2.180,2.199,1.311
1.719,2.072,2.091,1.197
1.599,1.955,1.974,1.074
1.487,1.845,1.865,0.960
1.368,1.729,1.749,0.838
1.251,1.615,1.634,0.718
1.136,1.503,1.522,0.600
1.022,1.391,1.412,0.483
0.904,1.276,1.297,0.362
0.789,1.164,1.185,0.245
0.677,1.055,1.076,0.130
0.563,0.944,0.965,0.012
0.451,0.836,0.857,-0.102
0.339,0.727,0.748,-0.219
0.224,0.616,0.638,-0.337
0.110,0.506,0.528,-0.454
-0.002,0.397,0.420,-0.570
-0.116,0.288,0.311,-0.687
-0.229,0.178,0.202,-0.804
-0.338,0.074,0.098,-0.917
-0.447,-0.032,-0.007,-1.030
-0.559,-0.139,-0.115,-1.146
-0.668,-0.243,-0.218,-1.259
-0.782,-0.353,-0.327,-1.378
-0.890,-0.456,-0.430,-1.490
-0.921,-0.486,-0.459,-1.522
-0.901,-0.467,-0.441,-1.500
-0.918,-0.483,-0.456,-1.518
-1.014,-0.575,-0.548,-1.618
-1.118,-0.674,-0.647,-1.726
-1.210,-0.762,-0.734,-1.822
-1.307,-0.854,-0.826,-1.924
-1.404,-0.946,-0.917,-2.025
-1.495,-1.031,-1.002,-2.119
-1.591,-1.120,-1.090,-2.222
-1.681,-1.203,-1.172,-2.318
-1.771,-1.285,-1.253,-2.414
-1.861,-1.366,-1.333,-2.511
-1.965,-1.460,-1.426,-2.623
-2.053,-1.537,-1.502,-2.719
-2.151,-1.623,-1.586,-2.826
-2.236,-1.697,-1.659,-2.919
-2.328,-1.774,-1.736,-3.021
-2.409,-1.843,-1.803,-3.110
-2.498,-1.917,-1.876,-3.210
-2.592,-1.992,-1.950,-3.318
-2.673,-2.056,-2.012,-3.411
-2.745,-2.109,-2.064,-3.494
-2.822,-2.167,-2.121,-3.584
-2.906,-2.236,-2.189,-3.679
-2.981,-2.297,-2.250,-3.763
-3.058,-2.360,-2.312,-3.850
-3.129,-2.416,-2.368,-3.929
-3.147,-2.431,-2.383,-3.950
0.519,0.572,0.578,0.414
0.491,0.550,0.555,0.377
0.429,0.500,0.506,0.294
0.428,0.498,0.504,0.293
0.428,0.497,0.504,0.294
0.428,0.497,0.503,0.296
0.428,0.497,0.503,0.297
0.428,0.496,0.502,0.297
0.427,0.496,0.502,0.295
0.426,0.495,0.501,0.293
0.423,0.493,0.499,0.289
0.419,0.491,0.497,0.282
0.415,0.488,0.495,0.274
0.409,0.485,0.492,0.263
0.402,0.481,0.488,0.251
0.401,0.481,0.488,0.249
0.394,0.478,0.485,0.235
0.385,0.475,0.482,0.217
0.376,0.472,0.480,0.196
0.365,0.469,0.477,0.174
0.354,0.466,0.475,0.148
0.344,0.465,0.473,0.123
0.333,0.464,0.473,0.096
0.332,0.464,0.473,0.093
0.330,0.464,0.473,0.089
0.320,0.464,0.474,0.062
0.310,0.465,0.475,0.036
0.298,0.466,0.476,0.005
0.287,0.468,0.479,-0.025
0.276,0.471,0.482,-0.056
0.265,0.475,0.487,-0.087
0.255,0.479,0.491,-0.116
0.244,0.481,0.494,-0.144
0.233,0.481,0.494,-0.170
0.218,0.477,0.491,-0.199
0.214,0.476,0.490,-0.205
0.192,0.465,0.479,-0.242
0.154,0.440,0.455,-0.295
0.092,0.395,0.411,-0.376
0.023,0.341,0.358,-0.463
-0.050,0.282,0.300,-0.551
-0.125,0.219,0.238,-0.640
-0.197,0.158,0.177,-0.722
-0.239,0.121,0.141,-0.768
-0.269,0.094,0.114,-0.802
-0.378,-0.007,0.015,-0.920
-0.475,-0.095,-0.074,-1.023
-0.568,-0.182,-0.160,-1.123
-0.653,-0.261,-0.238,-1.213
-0.702,-0.308,-0.285,-1.265
-0.645,-0.255,-0.232,-1.204
-0.611,-0.222,-0.200,-1.169
-0.699,-0.304,-0.280,-1.263
-0.817,-0.413,-0.390,-1.388
-0.919,-0.509,-0.485,-1.497
-1.020,-0.604,-0.579,-1.603
-1.120,-0.698,-0.672,-1.709
-1.220,-0.792,-0.766,-1.815
-1.320,-0.885,-0.858,-1.919
-1.418,-0.977,-0.950,-2.023
-1.516,-1.070,-1.042,-2.127
-1.614,-1.161,-1.133,-2.230
-1.712,-1.252,-1.223,-2.333
-1.809,-1.341,-1.311,-2.436
-1.906,-1.429,-1.398,-2.541
-2.002,-1.515,-1.483,-2.646
-2.098,-1.599,-1.566,-2.751
-2.195,-1.683,-1.649,-2.857
-2.292,-1.766,-1.730,-2.964
-2.387,-1.846,-1.809,-3.070
-2.480,-1.923,-1.885,-3.175
-2.570,-1.996,-1.956,-3.277
-2.660,-2.066,-2.024,-3.381
-2.752,-2.136,-2.092,-3.489
-2.826,-2.189,-2.144,-3.577
-2.707,-2.102,-2.060,-3.435
-2.713,-2.107,-2.065,-3.443
-2.781,-2.157,-2.113,-3.522
-2.833,-2.194,-2.149,-3.584
-2.884,-2.230,-2.184,-3.645
-2.960,-2.288,-2.242,-3.733
-3.048,-2.357,-2.310,-3.833
-3.143,-2.432,-2.384,-3.943
-3.147,-2.435,-2.387,-3.947
-3.137,-2.415,-2.366,-3.943
-2.692,-2.072,-2.029,-3.431
-2.352,-1.806,-1.769,-3.039
-1.824,-1.354,-1.324,-2.455
-1.834,-1.361,-1.331,-2.466
-1.994,-1.500,-1.468,-2.643
-2.414,-1.849,-1.809,-3.115
-2.782,-2.121,-2.075,-3.548
-3.023,-2.310,-2.262,-3.824
-3.149,-2.404,-2.355,-3.970
-3.205,-2.442,-2.393,-4.037
-3.231,-2.455,-2.405,-4.070
30.065,30.059,30.050,30.058
