Gmag,G_BPbrmag,G_BPftmag,G_RPmag
0.909,1.444,1.486,0.232
0.810,1.352,1.395,0.127
0.790,1.334,1.376,0.106
0.873,1.409,1.451,0.197
0.928,1.458,1.500,0.255
0.887,1.421,1.462,0.212
0.778,1.321,1.363,0.097
0.671,1.222,1.265,-0.017
0.568,1.128,1.171,-0.127
0.463,1.031,1.075,-0.240
0.363,0.941,0.985,-0.346
0.260,0.848,0.892,-0.456
0.162,0.759,0.804,-0.561
0.065,0.672,0.718,-0.666
-0.032,0.585,0.631,-0.770
-0.128,0.499,0.545,-0.874
-0.223,0.414,0.461,-0.976
-0.314,0.334,0.381,-1.073
-0.406,0.252,0.299,-1.172
-0.495,0.172,0.220,-1.268
-0.584,0.093,0.142,-1.364
-0.671,0.016,0.064,-1.458
-0.756,-0.060,-0.011,-1.550
-0.842,-0.134,-0.085,-1.644
-0.924,-0.202,-0.153,-1.734
-1.007,-0.272,-0.222,-1.826
-1.088,-0.338,-0.288,-1.917
-1.166,-0.401,-0.351,-2.004
-1.244,-0.465,-0.414,-2.091
-1.320,-0.524,-0.474,-2.176
-1.391,-0.579,-0.528,-2.258
-1.466,-0.637,-0.586,-2.344
-1.552,-0.700,-0.649,-2.443
-1.632,-0.754,-0.702,-2.537
-1.696,-0.797,-0.746,-2.614
-1.759,-0.835,-0.783,-2.689
-1.826,-0.868,-0.816,-2.773
-1.893,-0.901,-0.849,-2.857
-1.951,-0.916,-0.865,-2.936
-2.006,-0.926,-0.875,-3.012
-2.055,-0.922,-0.871,-3.082
-2.095,-0.901,-0.850,-3.146
-2.134,-0.877,-0.826,-3.210
-2.158,-0.818,-0.768,-3.262
-2.180,-0.755,-0.705,-3.311
-2.195,-0.678,-0.629,-3.354
-2.203,-0.589,-0.541,-3.390
-2.209,-0.489,-0.441,-3.425
-2.199,-0.364,-0.317,-3.443
-2.193,-0.286,-0.240,-3.453
0.529,1.016,1.055,-0.107
0.507,0.996,1.035,-0.130
0.498,0.988,1.027,-0.139
0.496,0.985,1.024,-0.142
0.497,0.985,1.024,-0.140
0.500,0.987,1.026,-0.135
0.504,0.990,1.028,-0.130
0.509,0.993,1.031,-0.124
0.513,0.995,1.034,-0.119
0.516,0.998,1.036,-0.114
0.519,0.999,1.038,-0.110
0.522,1.000,1.039,-0.107
0.523,1.001,1.040,-0.104
0.525,1.002,1.040,-0.102
0.526,1.003,1.041,-0.100
0.527,1.003,1.041,-0.099
0.528,1.003,1.041,-0.098
0.528,1.003,1.041,-0.097
0.528,1.002,1.040,-0.097
0.527,1.001,1.039,-0.097
0.526,1.000,1.038,-0.098
0.524,0.998,1.036,-0.100
0.521,0.995,1.033,-0.104
0.519,0.993,1.031,-0.105
0.519,0.993,1.031,-0.105
0.515,0.989,1.027,-0.110
0.510,0.985,1.023,-0.115
0.504,0.980,1.018,-0.121
0.498,0.974,1.012,-0.129
0.490,0.968,1.006,-0.137
0.481,0.960,0.998,-0.147
0.473,0.953,0.991,-0.157
0.457,0.939,0.978,-0.174
0.436,0.921,0.960,-0.198
0.412,0.900,0.939,-0.225
0.375,0.868,0.908,-0.266
0.312,0.813,0.853,-0.336
0.231,0.744,0.784,-0.426
0.141,0.665,0.707,-0.526
0.051,0.588,0.630,-0.625
-0.034,0.515,0.558,-0.720
-0.115,0.445,0.489,-0.810
-0.189,0.382,0.426,-0.892
-0.226,0.350,0.394,-0.933
-0.259,0.321,0.366,-0.970
-0.342,0.250,0.295,-1.060
-0.424,0.180,0.226,-1.151
-0.501,0.114,0.160,-1.236
-0.573,0.051,0.098,-1.316
-0.567,0.056,0.103,-1.309
-0.497,0.117,0.163,-1.232
-0.421,0.182,0.228,-1.147
-0.382,0.216,0.261,-1.104
-0.430,0.175,0.221,-1.158
-0.513,0.103,0.150,-1.250
-0.602,0.027,0.074,-1.347
-0.688,-0.047,-0.000,-1.442
-0.773,-0.120,-0.072,-1.536
-0.857,-0.193,-0.144,-1.628
-0.939,-0.260,-0.212,-1.720
-1.021,-0.327,-0.278,-1.812
-1.101,-0.392,-0.343,-1.902
-1.180,-0.456,-0.406,-1.991
-1.256,-0.513,-0.463,-2.079
-1.319,-0.550,-0.500,-2.159
-1.357,-0.563,-0.512,-2.213
-1.430,-0.615,-0.564,-2.298
-1.503,-0.667,-0.616,-2.384
-1.571,-0.710,-0.659,-2.466
-1.636,-0.748,-0.697,-2.547
-1.700,-0.784,-0.732,-2.626
-1.752,-0.803,-0.752,-2.695
-1.806,-0.822,-0.771,-2.767
-1.853,-0.827,-0.775,-2.834
-1.894,-0.817,-0.766,-2.898
-1.928,-0.798,-0.747,-2.954
-1.951,-0.753,-0.702,-3.005
-1.972,-0.692,-0.642,-3.056
-1.980,-0.596,-0.546,-3.098
-1.990,-0.540,-0.490,-3.129
-1.992,-0.512,-0.462,-3.140
-2.001,-0.496,-0.447,-3.157
-2.007,-0.531,-0.481,-3.154
-2.012,-0.408,-0.359,-3.196
-2.009,-0.499,-0.449,-3.166
-2.012,-0.497,-0.448,-3.170
-2.011,-0.540,-0.490,-3.156
-1.996,-0.624,-0.574,-3.110
-1.991,-0.639,-0.589,-3.098
-2.000,-0.608,-0.558,-3.120
-2.009,-0.573,-0.523,-3.143
-2.017,-0.540,-0.490,-3.164
-2.021,-0.483,-0.434,-3.186
-2.027,-0.426,-0.377,-3.210
-2.039,-0.348,-0.300,-3.247
-2.065,-0.310,-0.262,-3.288
-2.138,-0.412,-0.363,-3.355
-2.207,-0.543,-0.494,-3.406
-2.273,-0.676,-0.627,-3.453
35.607,35.418,35.355,35.965
