Gmag,G_BPbrmag,G_BPftmag,G_RPmag
15.031,18.000,18.046,13.572
14.515,17.435,17.482,13.062
13.505,15.822,15.869,12.151
12.835,14.808,14.855,11.550
12.339,14.099,14.146,11.104
11.622,13.138,13.185,10.453
10.975,12.332,12.379,9.856
10.487,11.754,11.801,9.401
10.071,11.274,11.322,9.011
9.637,10.767,10.814,8.607
9.161,10.206,10.254,8.169
8.638,9.587,9.635,7.695
8.059,8.903,8.951,7.174
7.480,8.210,8.258,6.666
6.874,7.467,7.512,6.155
6.769,7.342,7.387,6.065
6.321,6.817,6.857,5.681
6.311,6.805,6.845,5.672
6.134,6.601,6.640,5.518
5.981,6.426,6.463,5.384
5.837,6.263,6.299,5.258
5.814,6.237,6.273,5.238
5.747,6.162,6.197,5.178
5.619,6.019,6.053,5.064
5.503,5.890,5.923,4.960
5.392,5.768,5.799,4.861
5.345,5.716,5.746,4.819
5.267,5.630,5.660,4.748
5.154,5.507,5.535,4.646
5.046,5.390,5.417,4.547
4.941,5.276,5.302,4.450
4.879,5.209,5.235,4.393
4.758,5.080,5.105,4.281
4.641,4.956,4.980,4.172
4.530,4.838,4.862,4.068
4.423,4.727,4.749,3.967
4.372,4.673,4.696,3.918
4.350,4.650,4.673,3.897
4.237,4.533,4.556,3.787
4.136,4.430,4.452,3.689
4.117,4.410,4.432,3.671
4.058,4.352,4.373,3.613
3.928,4.221,4.243,3.482
3.800,4.097,4.119,3.351
3.777,4.075,4.097,3.327
3.769,4.067,4.090,3.319
3.734,4.034,4.057,3.280
3.636,3.947,3.971,3.171
3.574,3.902,3.927,3.091
3.555,3.904,3.931,3.050
3.559,3.929,3.959,3.032
3.559,3.949,3.981,3.012
3.529,3.939,3.972,2.964
3.452,3.877,3.912,2.872
3.407,3.838,3.873,2.823
3.356,3.790,3.825,2.767
3.241,3.681,3.717,2.647
3.120,3.565,3.601,2.522
3.020,3.468,3.504,2.420
2.917,3.367,3.404,2.314
2.786,3.239,3.276,2.180
2.678,3.134,3.171,2.069
2.579,3.038,3.075,1.968
2.452,2.915,2.952,1.838
2.352,2.818,2.856,1.735
2.255,2.725,2.762,1.635
2.156,2.629,2.667,1.533
2.032,2.509,2.548,1.404
1.908,2.391,2.429,1.276
1.790,2.278,2.317,1.153
1.674,2.167,2.206,1.033
1.556,2.055,2.094,0.910
1.439,1.943,1.983,0.788
1.331,1.841,1.881,0.675
1.220,1.736,1.777,0.559
1.113,1.635,1.676,0.447
1.008,1.536,1.578,0.337
