Gmag,G_BPbrmag,G_BPftmag,G_RPmag,logAge,MH
15.371,18.286,18.334,13.893,10.00000,-0.00000
14.910,17.812,17.860,13.433,10.00000,-0.00000
14.577,17.470,17.517,13.100,10.00000,-0.00000
14.133,16.867,16.915,12.684,10.00000,-0.00000
13.408,15.786,15.833,12.029,10.00000,-0.00000
13.182,15.461,15.508,11.823,10.00000,-0.00000
12.880,15.022,15.069,11.549,10.00000,-0.00000
12.115,13.968,14.016,10.849,10.00000,-0.00000
11.410,13.042,13.089,10.204,10.00000,-0.00000
10.906,12.425,12.472,9.733,10.00000,-0.00000
10.467,11.901,11.948,9.320,10.00000,-0.00000
10.303,11.700,11.747,9.169,10.00000,-0.00000
10.022,11.360,11.407,8.909,10.00000,-0.00000
9.561,10.806,10.853,8.483,10.00000,-0.00000
9.064,10.206,10.253,8.029,10.00000,-0.00000
8.492,9.510,9.558,7.515,10.00000,-0.00000
7.917,8.807,8.855,7.008,10.00000,-0.00000
7.318,8.072,8.121,6.490,10.00000,-0.00000
7.243,7.979,8.028,6.427,10.00000,-0.00000
6.727,7.346,7.394,5.991,10.00000,-0.00000
6.517,7.094,7.140,5.811,10.00000,-0.00000
6.284,6.819,6.864,5.612,10.00000,-0.00000
6.187,6.706,6.750,5.528,10.00000,-0.00000
6.124,6.634,6.677,5.473,10.00000,-0.00000
5.938,6.422,6.463,5.310,10.00000,-0.00000
5.772,6.234,6.274,5.163,10.00000,-0.00000
5.709,6.163,6.203,5.107,10.00000,-0.00000
5.620,6.063,6.102,5.028,10.00000,-0.00000
5.462,5.889,5.926,4.886,10.00000,-0.00000
5.322,5.734,5.770,4.759,10.00000,-0.00000
5.248,5.652,5.688,4.692,10.00000,-0.00000
5.110,5.501,5.536,4.567,10.00000,-0.00000
4.967,5.345,5.379,4.437,10.00000,-0.00000
4.834,5.200,5.232,4.314,10.00000,-0.00000
4.783,5.146,5.177,4.268,10.00000,-0.00000
4.686,5.043,5.074,4.178,10.00000,-0.00000
4.523,4.870,4.899,4.024,10.00000,-0.00000
4.377,4.716,4.745,3.885,10.00000,-0.00000
4.302,4.639,4.668,3.813,10.00000,-0.00000
4.254,4.589,4.618,3.767,10.00000,-0.00000
4.236,4.571,4.599,3.749,10.00000,-0.00000
4.133,4.465,4.494,3.648,10.00000,-0.00000
4.050,4.382,4.411,3.566,10.00000,-0.00000
3.954,4.287,4.316,3.468,10.00000,-0.00000
3.888,4.224,4.252,3.401,10.00000,-0.00000
3.866,4.203,4.232,3.377,10.00000,-0.00000
3.778,4.122,4.152,3.281,10.00000,-0.00000
3.743,4.096,4.126,3.238,10.00000,-0.00000
3.708,4.069,4.100,3.193,10.00000,-0.00000
3.690,4.070,4.104,3.156,10.00000,-0.00000
3.705,4.109,4.144,3.150,10.00000,-0.00000
3.724,4.150,4.187,3.147,10.00000,-0.00000
3.718,4.166,4.204,3.120,10.00000,-0.00000
3.660,4.127,4.167,3.045,10.00000,-0.00000
3.607,4.083,4.123,2.985,10.00000,-0.00000
3.489,3.973,4.014,2.860,10.00000,-0.00000
3.368,3.857,3.898,2.734,10.00000,-0.00000
3.268,3.760,3.801,2.631,10.00000,-0.00000
3.164,3.658,3.700,2.525,10.00000,-0.00000
3.057,3.555,3.596,2.416,10.00000,-0.00000
2.951,3.451,3.493,2.307,10.00000,-0.00000
2.852,3.355,3.397,2.206,10.00000,-0.00000
2.750,3.257,3.299,2.102,10.00000,-0.00000
2.640,3.149,3.191,1.988,10.00000,-0.00000
2.539,3.052,3.094,1.884,10.00000,-0.00000
2.441,2.958,3.000,1.784,10.00000,-0.00000
2.345,2.865,2.908,1.684,10.00000,-0.00000
2.241,2.765,2.808,1.577,10.00000,-0.00000
2.118,2.648,2.691,1.450,10.00000,-0.00000
2.020,2.554,2.598,1.347,10.00000,-0.00000
1.926,2.465,2.509,1.250,10.00000,-0.00000
1.834,2.377,2.421,1.154,10.00000,-0.00000
1.712,2.262,2.306,1.027,10.00000,-0.00000
1.596,2.152,2.197,0.906,10.00000,-0.00000
1.480,2.043,2.088,0.784,10.00000,-0.00000
1.364,1.934,1.979,0.663,10.00000,-0.00000
1.254,1.831,1.877,0.548,10.00000,-0.00000
1.152,1.736,1.782,0.440,10.00000,-0.00000
1.073,1.662,1.708,0.357,10.00000,-0.00000
1.137,1.720,1.766,0.426,10.00000,-0.00000
1.228,1.803,1.849,0.523,10.00000,-0.00000
1.234,1.809,1.854,0.530,10.00000,-0.00000
1.129,1.711,1.757,0.419,10.00000,-0.00000
1.021,1.612,1.658,0.305,10.00000,-0.00000
0.913,1.513,1.560,0.189,10.00000,-0.00000
0.808,1.418,1.465,0.077,10.00000,-0.00000
0.702,1.322,1.369,-0.037,10.00000,-0.00000
0.601,1.232,1.279,-0.145,10.00000,-0.00000
0.497,1.140,1.188,-0.256,10.00000,-0.00000
0.397,1.050,1.099,-0.364,10.00000,-0.00000
0.299,0.964,1.013,-0.470,10.00000,-0.00000
0.200,0.878,0.927,-0.577,10.00000,-0.00000
0.105,0.793,0.842,-0.680,10.00000,-0.00000
0.012,0.711,0.760,-0.780,10.00000,-0.00000
-0.084,0.626,0.676,-0.882,10.00000,-0.00000
-0.175,0.545,0.595,-0.980,10.00000,-0.00000
-0.267,0.463,0.513,-1.080,10.00000,-0.00000
-0.353,0.387,0.437,-1.173,10.00000,-0.00000
-0.442,0.308,0.358,-1.269,10.00000,-0.00000
-0.530,0.230,0.281,-1.364,10.00000,-0.00000
-0.612,0.159,0.209,-1.454,10.00000,-0.00000
-0.695,0.090,0.141,-1.546,10.00000,-0.00000
-0.775,0.026,0.077,-1.637,10.00000,-0.00000
-0.850,-0.030,0.021,-1.723,10.00000,-0.00000
-0.926,-0.087,-0.036,-1.811,10.00000,-0.00000
-1.000,-0.141,-0.090,-1.895,10.00000,-0.00000
-1.066,-0.183,-0.132,-1.975,10.00000,-0.00000
-1.133,-0.227,-0.176,-2.056,10.00000,-0.00000
-1.199,-0.269,-0.218,-2.134,10.00000,-0.00000
-1.254,-0.293,-0.242,-2.206,10.00000,-0.00000
-1.310,-0.315,-0.264,-2.278,10.00000,-0.00000
-1.362,-0.332,-0.281,-2.348,10.00000,-0.00000
-1.416,-0.329,-0.278,-2.426,10.00000,-0.00000
-1.468,-0.325,-0.275,-2.502,10.00000,-0.00000
-1.510,-0.299,-0.249,-2.571,10.00000,-0.00000
-1.548,-0.261,-0.212,-2.636,10.00000,-0.00000
-1.577,-0.207,-0.158,-2.693,10.00000,-0.00000
-1.596,-0.133,-0.084,-2.742,10.00000,-0.00000
-1.611,-0.049,-0.002,-2.787,10.00000,-0.00000
-1.613,0.064,0.111,-2.819,10.00000,-0.00000
