Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPbrmag,G_BPftmag,G_RPmag
0.00017443,-1.95000,9.96614,0.0919735953,1.1003307104,0.092,-3.123,3.5011,5.480,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-5.69e-17,0.00,7.486e-01,2.513e-01,3.241e-05,8.745e-06,7.931e-05,-1.000,1.803e-04,12.576,13.206,14.652,14.699,12.071
0.00017443,-1.95000,9.96614,0.0963338241,1.1397306919,0.096,-2.970,3.5231,5.435,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-8.33e-17,0.00,7.477e-01,2.521e-01,3.241e-05,8.745e-06,7.931e-05,-1.000,1.802e-04,12.194,12.744,13.975,14.024,11.681
0.00017443,-1.95000,9.96614,0.1019383445,1.1870970726,0.102,-2.783,3.5498,5.380,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.32e-16,0.00,7.465e-01,2.533e-01,3.241e-05,8.745e-06,7.931e-05,-1.000,1.802e-04,11.729,12.170,13.201,13.251,11.189
0.00017443,-1.95000,9.96614,0.1218678504,1.3315026760,0.122,-2.499,3.5790,5.291,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-2.58e-16,0.00,7.440e-01,2.558e-01,3.241e-05,8.745e-06,7.932e-05,-1.000,1.803e-04,11.019,11.348,12.217,12.266,10.447
0.00017443,-1.95000,9.96614,0.1417973787,1.4480673075,0.142,-2.321,3.5930,5.234,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-3.85e-16,0.00,7.423e-01,2.575e-01,3.241e-05,8.745e-06,7.932e-05,-1.000,1.802e-04,10.573,10.857,11.661,11.707,9.992
0.00017443,-1.95000,9.96614,0.1617268920,1.5450688601,0.162,-2.183,3.6022,5.190,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-5.22e-16,0.00,7.411e-01,2.587e-01,3.241e-05,8.745e-06,7.932e-05,-1.000,1.802e-04,10.226,10.481,11.246,11.291,9.640
0.00017443,-1.95000,9.96614,0.2015859336,1.6992318630,0.201,-1.966,3.6142,5.117,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-8.36e-16,0.00,7.402e-01,2.596e-01,3.241e-05,8.745e-06,7.932e-05,-1.000,1.802e-04,9.685,9.903,10.619,10.663,9.092
0.00017443,-1.95000,9.96614,0.2514097095,1.8438910246,0.251,-1.765,3.6250,5.055,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.28e-15,0.00,7.403e-01,2.596e-01,3.241e-05,8.746e-06,7.932e-05,-1.000,1.802e-04,9.183,9.367,10.042,10.085,8.583
0.00017443,-1.95000,9.96614,0.3012335300,1.9553778172,0.301,-1.610,3.6339,5.014,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.75e-15,0.00,7.404e-01,2.594e-01,3.240e-05,8.746e-06,7.932e-05,-1.000,1.802e-04,8.795,8.953,9.596,9.637,8.191
0.00017443,-1.95000,9.96614,0.3510572612,2.0451469421,0.351,-1.483,3.6420,4.986,1,0.000,0.544,0.00,0.00,0.00,0.00,0.00,-1,-2.24e-15,0.00,7.406e-01,2.592e-01,3.238e-05,8.747e-06,7.932e-05,-1.000,1.803e-04,8.478,8.611,9.226,9.266,7.869
0.00017443,-1.95000,9.96614,0.4008810520,2.1197147369,0.401,-1.361,3.6509,4.957,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-2.87e-15,0.00,7.503e-01,2.495e-01,3.241e-05,8.745e-06,7.931e-05,-1.000,1.802e-04,8.173,8.281,8.868,8.906,7.560
0.00017443,-1.95000,9.96614,0.4507048726,2.1831133366,0.450,-1.210,3.6654,4.915,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-4.02e-15,0.00,7.507e-01,2.491e-01,3.241e-05,8.745e-06,7.931e-05,-1.000,1.803e-04,7.795,7.867,8.409,8.445,7.179
0.00017443,-1.95000,9.96614,0.5005286336,2.2379984856,0.501,-1.043,3.6826,4.863,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-5.97e-15,0.00,7.510e-01,2.488e-01,3.239e-05,8.740e-06,7.926e-05,-1.000,1.803e-04,7.376,7.409,7.903,7.935,6.762
0.00017443,-1.95000,9.96614,0.5503524542,2.2839498520,0.550,-0.851,3.7019,4.788,1,0.000,0.544,0.00,0.00,0.00,0.00,0.00,-1,-9.64e-15,0.00,7.770e-01,2.229e-01,2.921e-05,7.885e-06,7.153e-05,-1.000,1.137e-04,6.896,6.896,7.339,7.368,6.291
0.00017443,-1.95000,9.96614,0.5862548947,2.3115537167,0.586,-0.709,3.7191,4.743,1,0.000,0.544,0.00,0.00,0.00,0.00,0.00,-1,-1.36e-14,0.00,7.840e-01,2.158e-01,2.839e-05,7.664e-06,6.955e-05,-1.000,1.605e-04,6.542,6.521,6.924,6.949,5.953
0.00017443,-1.95000,9.96614,0.6001762152,2.3212409019,0.600,-0.656,3.7255,4.726,1,0.000,0.544,0.00,0.00,0.00,0.00,0.00,-1,-1.55e-14,0.00,7.867e-01,2.131e-01,2.807e-05,7.581e-06,6.880e-05,-1.000,1.803e-04,6.410,6.384,6.772,6.795,5.829
0.00017443,-1.95000,9.96614,0.6136534810,2.3301391602,0.613,-0.601,3.7329,4.711,1,0.000,0.544,0.00,0.00,0.00,0.00,0.00,-1,-1.77e-14,0.00,7.900e-01,2.098e-01,2.769e-05,7.479e-06,6.789e-05,-1.000,1.802e-04,6.273,6.242,6.614,6.636,5.703
0.00017443,-1.95000,9.96614,0.6265401840,2.3382370472,0.626,-0.549,3.7400,4.696,1,0.000,0.544,0.00,0.00,0.00,0.00,0.00,-1,-2.01e-14,0.00,7.933e-01,2.065e-01,2.731e-05,7.376e-06,6.696e-05,-1.000,1.802e-04,6.142,6.107,6.465,6.485,5.583
0.00017443,-1.95000,9.96614,0.6415374279,2.3471918106,0.641,-0.488,3.7481,4.678,1,0.000,0.543,0.00,0.00,0.00,0.00,0.00,-1,-2.33e-14,0.00,7.975e-01,2.024e-01,2.683e-05,7.249e-06,6.582e-05,-1.000,1.722e-04,5.990,5.953,6.294,6.312,5.446
0.00017443,-1.95000,9.96614,0.6499999762,2.3520355225,0.650,-0.453,3.7527,4.667,1,0.000,0.543,0.00,0.00,0.00,0.00,0.00,-1,-2.54e-14,0.00,7.999e-01,1.999e-01,2.654e-05,7.174e-06,6.515e-05,-1.000,1.716e-04,5.904,5.867,6.198,6.215,5.370
0.00017443,-1.95000,9.96614,0.6588298678,2.3569371700,0.659,-0.417,3.7573,4.655,1,0.000,0.543,0.00,0.00,0.00,0.00,0.00,-1,-2.78e-14,0.00,8.031e-01,1.967e-01,2.618e-05,7.076e-06,6.427e-05,-1.000,1.479e-04,5.813,5.777,6.098,6.114,5.290
0.00017443,-1.95000,9.96614,0.6729915738,2.3644907475,0.673,-0.358,3.7646,4.635,1,0.000,0.543,0.00,0.00,0.00,0.00,0.00,-1,-3.23e-14,0.00,8.086e-01,1.913e-01,2.555e-05,6.908e-06,6.276e-05,-1.000,1.311e-04,5.666,5.632,5.938,5.953,5.161
0.00017443,-1.95000,9.96614,0.6857843399,2.3710064888,0.686,-0.305,3.7710,4.615,1,0.000,0.542,0.00,0.00,0.00,0.00,0.00,-1,-3.69e-14,0.00,8.140e-01,1.859e-01,2.494e-05,6.745e-06,6.130e-05,-1.000,1.088e-04,5.533,5.501,5.795,5.809,5.044
0.00017443,-1.95000,9.96614,0.6983795762,2.3771543503,0.698,-0.252,3.7772,4.595,1,0.000,0.542,0.00,0.00,0.00,0.00,0.00,-1,-4.23e-14,0.00,8.196e-01,1.802e-01,2.429e-05,6.572e-06,5.974e-05,-1.000,1.625e-04,5.400,5.371,5.653,5.666,4.926
0.00017443,-1.95000,9.96614,0.6999999881,2.3779268265,0.700,-0.245,3.7780,4.592,1,0.000,0.542,0.00,0.00,0.00,0.00,0.00,-1,-4.31e-14,0.00,8.204e-01,1.794e-01,2.420e-05,6.549e-06,5.953e-05,-1.000,1.708e-04,5.382,5.354,5.635,5.648,4.911
0.00017443,-1.95000,9.96614,0.7017557025,2.3787591457,0.702,-0.237,3.7788,4.589,1,0.000,0.542,0.00,0.00,0.00,0.00,0.00,-1,-4.4e-14,0.00,8.214e-01,1.785e-01,2.408e-05,6.520e-06,5.927e-05,-1.000,1.795e-04,5.364,5.336,5.615,5.628,4.895
0.00017443,-1.95000,9.96614,0.7157011628,2.3852040768,0.715,-0.177,3.7852,4.562,1,0.000,0.539,0.00,0.00,0.00,0.00,0.00,-1,-5.16e-14,0.00,8.290e-01,1.708e-01,2.315e-05,6.293e-06,5.727e-05,-1.000,1.615e-04,5.212,5.188,5.455,5.467,4.761
0.00017443,-1.95000,9.96614,0.7285401821,2.3908872604,0.728,-0.120,3.7909,4.536,1,0.000,0.536,0.00,0.00,0.00,0.00,0.00,-1,-6.02e-14,0.00,8.359e-01,1.640e-01,2.234e-05,6.098e-06,5.555e-05,-1.000,1.228e-04,5.069,5.048,5.305,5.316,4.633
0.00017443,-1.95000,9.96614,0.7409073114,2.3961482048,0.741,-0.062,3.7963,4.507,1,0.000,0.534,0.00,0.00,0.00,0.00,0.00,-1,-7.03e-14,0.00,8.421e-01,1.578e-01,2.164e-05,5.929e-06,5.407e-05,-1.000,8.377e-05,4.926,4.908,5.155,5.166,4.505
0.00017443,-1.95000,9.96614,0.7500000000,2.3998889923,0.750,-0.019,3.8001,4.484,1,0.000,0.532,0.00,0.00,0.00,0.00,0.00,-1,-7.92e-14,0.00,8.463e-01,1.536e-01,2.119e-05,5.821e-06,5.312e-05,-1.000,9.432e-05,4.817,4.801,5.042,5.052,4.406
0.00017443,-1.95000,9.96614,0.7534198165,2.4012691975,0.753,-0.003,3.8016,4.476,1,0.000,0.532,0.00,0.00,0.00,0.00,0.00,-1,-8.29e-14,0.00,8.467e-01,1.532e-01,2.119e-05,5.823e-06,5.315e-05,-1.000,1.054e-04,4.777,4.761,4.999,5.009,4.369
0.00017443,-1.95000,9.96614,0.7642749548,2.4055559635,0.764,0.052,3.8063,4.446,1,0.000,0.531,0.00,0.00,0.00,0.00,0.00,-1,-9.64e-14,0.00,8.479e-01,1.520e-01,2.122e-05,5.835e-06,5.329e-05,-1.000,1.096e-04,4.641,4.627,4.857,4.866,4.245
