Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPbrmag,G_BPftmag,G_RPmag
0.0075779,-0.30000,10.08814,0.0900000036,1.0816895962,0.090,-3.363,3.3892,5.264,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-4.24e-17,0.00,7.285e-01,2.639e-01,1.371e-03,3.698e-04,3.354e-03,-1.000,7.623e-03,13.177,15.029,17.998,18.045,13.570
0.0075779,-0.30000,10.08814,0.0984523967,1.1580471992,0.098,-3.191,3.4142,5.231,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-6.25e-17,0.00,7.278e-01,2.645e-01,1.371e-03,3.698e-04,3.354e-03,-1.000,7.623e-03,12.748,14.600,17.555,17.602,13.142
0.0075779,-0.30000,10.08814,0.0998572707,1.1699130535,0.100,-3.164,3.4182,5.226,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-6.65e-17,0.00,7.277e-01,2.646e-01,1.371e-03,3.698e-04,3.354e-03,-1.000,7.623e-03,12.680,14.512,17.431,17.477,13.060
0.0075779,-0.30000,10.08814,0.1195718125,1.3164869547,0.119,-2.903,3.4502,5.171,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.18e-16,0.00,7.266e-01,2.658e-01,1.371e-03,3.698e-04,3.354e-03,-1.000,7.623e-03,12.027,13.501,15.816,15.863,12.149
0.0075779,-0.30000,10.08814,0.1392863393,1.4345905781,0.139,-2.719,3.4698,5.132,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.75e-16,0.00,7.254e-01,2.670e-01,1.371e-03,3.698e-04,3.354e-03,-1.000,7.623e-03,11.568,12.831,14.801,14.849,11.546
0.0075779,-0.30000,10.08814,0.1590008736,1.5327445269,0.159,-2.576,3.4834,5.101,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-2.36e-16,0.00,7.244e-01,2.680e-01,1.371e-03,3.698e-04,3.354e-03,-1.000,7.623e-03,11.210,12.334,14.091,14.138,11.099
0.0075779,-0.30000,10.08814,0.1984299570,1.6885254383,0.198,-2.355,3.5014,5.048,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-3.73e-16,0.00,7.229e-01,2.695e-01,1.371e-03,3.698e-04,3.354e-03,-1.000,7.623e-03,10.658,11.612,13.126,13.173,10.443
0.0075779,-0.30000,10.08814,0.2477162927,1.8344945908,0.247,-2.143,3.5161,4.991,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-2.18e-18,0.00,7.221e-01,2.703e-01,1.371e-03,3.698e-04,3.354e-03,-1.000,7.623e-03,10.128,10.962,12.318,12.366,9.844
0.0075779,-0.30000,10.08814,0.2970026433,1.9468721151,0.297,-1.978,3.5264,4.945,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-4.71e-20,0.00,7.219e-01,2.705e-01,1.370e-03,3.698e-04,3.354e-03,-1.000,7.623e-03,9.714,10.475,11.742,11.789,9.389
0.0075779,-0.30000,10.08814,0.3462890089,2.0372931957,0.346,-1.835,3.5350,4.904,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-9.62e-21,0.00,7.292e-01,2.631e-01,1.371e-03,3.698e-04,3.354e-03,-1.000,7.623e-03,9.358,10.063,11.265,11.313,9.002
0.0075779,-0.30000,10.08814,0.3955753446,2.1123621464,0.395,-1.687,3.5459,4.857,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-4.53e-16,0.00,7.300e-01,2.624e-01,1.371e-03,3.698e-04,3.354e-03,-1.000,7.623e-03,8.987,9.627,10.755,10.803,8.597
