Gmag,G_BPbrmag,G_BPftmag,G_RPmag,logAge,MH
13.497,15.170,15.213,12.302,10.11394,-1.80000
12.821,14.113,14.161,11.736,10.11394,-1.80000
12.370,13.486,13.536,11.352,10.11394,-1.80000
11.504,12.428,12.477,10.575,10.11394,-1.80000
10.987,11.837,11.885,10.097,10.11394,-1.80000
10.592,11.398,11.444,9.727,10.11394,-1.80000
10.000,10.753,10.798,9.166,10.11394,-1.80000
9.461,10.170,10.214,8.655,10.11394,-1.80000
9.048,9.722,9.765,8.264,10.11394,-1.80000
8.707,9.352,9.393,7.944,10.11394,-1.80000
8.347,8.958,8.998,7.608,10.11394,-1.80000
7.895,8.453,8.490,7.195,10.11394,-1.80000
7.390,7.887,7.921,6.739,10.11394,-1.80000
6.816,7.257,7.286,6.214,10.11394,-1.80000
6.248,6.627,6.650,5.703,10.11394,-1.80000
6.180,6.552,6.574,5.642,10.11394,-1.80000
6.057,6.415,6.436,5.532,10.11394,-1.80000
5.944,6.290,6.310,5.431,10.11394,-1.80000
5.838,6.173,6.192,5.337,10.11394,-1.80000
5.735,6.059,6.077,5.245,10.11394,-1.80000
5.658,5.975,5.991,5.177,10.11394,-1.80000
5.620,5.932,5.949,5.142,10.11394,-1.80000
5.488,5.790,5.805,5.023,10.11394,-1.80000
5.359,5.650,5.664,4.906,10.11394,-1.80000
5.235,5.516,5.529,4.792,10.11394,-1.80000
5.114,5.387,5.399,4.682,10.11394,-1.80000
5.014,5.279,5.292,4.590,10.11394,-1.80000
4.973,5.235,5.247,4.551,10.11394,-1.80000
4.847,5.103,5.114,4.435,10.11394,-1.80000
4.733,4.983,4.994,4.328,10.11394,-1.80000
4.615,4.859,4.870,4.217,10.11394,-1.80000
4.489,4.728,4.738,4.098,10.11394,-1.80000
4.330,4.563,4.573,3.946,10.11394,-1.80000
4.165,4.394,4.404,3.787,10.11394,-1.80000
4.090,4.317,4.327,3.714,10.11394,-1.80000
3.994,4.218,4.229,3.620,10.11394,-1.80000
3.893,4.117,4.127,3.521,10.11394,-1.80000
3.858,4.081,4.092,3.486,10.11394,-1.80000
3.712,3.937,3.948,3.338,10.11394,-1.80000
3.585,3.814,3.825,3.206,10.11394,-1.80000
3.561,3.792,3.802,3.181,10.11394,-1.80000
3.534,3.766,3.777,3.151,10.11394,-1.80000
