Gmag,G_BPbrmag,G_BPftmag,G_RPmag,logAge,MH
12.509,13.622,13.672,11.493,10.08814,-2.10000
11.856,12.794,12.843,10.920,10.08814,-2.10000
11.129,11.942,11.989,10.259,10.08814,-2.10000
10.668,11.428,11.473,9.829,10.08814,-2.10000
10.314,11.042,11.086,9.495,10.08814,-2.10000
9.759,10.443,10.486,8.968,10.08814,-2.10000
9.249,9.896,9.937,8.484,10.08814,-2.10000
8.854,9.471,9.511,8.109,10.08814,-2.10000
8.521,9.114,9.152,7.795,10.08814,-2.10000
8.190,8.757,8.794,7.484,10.08814,-2.10000
7.782,8.308,8.342,7.108,10.08814,-2.10000
7.331,7.813,7.845,6.692,10.08814,-2.10000
6.793,7.225,7.251,6.197,10.08814,-2.10000
6.249,6.623,6.644,5.707,10.08814,-2.10000
6.213,6.583,6.604,5.675,10.08814,-2.10000
6.085,6.442,6.461,5.561,10.08814,-2.10000
5.973,6.317,6.335,5.462,10.08814,-2.10000
5.864,6.195,6.213,5.365,10.08814,-2.10000
5.734,6.052,6.068,5.250,10.08814,-2.10000
5.681,5.994,6.009,5.202,10.08814,-2.10000
5.625,5.932,5.947,5.152,10.08814,-2.10000
5.505,5.801,5.816,5.043,10.08814,-2.10000
5.388,5.675,5.689,4.937,10.08814,-2.10000
5.274,5.552,5.565,4.833,10.08814,-2.10000
5.169,5.439,5.451,4.738,10.08814,-2.10000
5.063,5.326,5.337,4.641,10.08814,-2.10000
4.994,5.252,5.263,4.578,10.08814,-2.10000
4.872,5.123,5.133,4.464,10.08814,-2.10000
4.744,4.987,4.997,4.345,10.08814,-2.10000
4.627,4.864,4.874,4.235,10.08814,-2.10000
4.505,4.737,4.747,4.121,10.08814,-2.10000
4.373,4.600,4.610,3.996,10.08814,-2.10000
4.224,4.446,4.455,3.853,10.08814,-2.10000
4.113,4.331,4.340,3.747,10.08814,-2.10000
3.983,4.197,4.207,3.622,10.08814,-2.10000
3.852,4.064,4.073,3.495,10.08814,-2.10000
3.736,3.947,3.957,3.381,10.08814,-2.10000
3.689,3.900,3.909,3.333,10.08814,-2.10000
3.550,3.764,3.773,3.191,10.08814,-2.10000
3.441,3.658,3.668,3.077,10.08814,-2.10000
3.416,3.635,3.644,3.050,10.08814,-2.10000
3.388,3.609,3.619,3.020,10.08814,-2.10000
3.287,3.516,3.526,2.908,10.08814,-2.10000
3.196,3.436,3.447,2.803,10.08814,-2.10000
3.114,3.367,3.379,2.704,10.08814,-2.10000
3.039,3.307,3.319,2.611,10.08814,-2.10000
2.969,3.251,3.265,2.524,10.08814,-2.10000
2.897,3.193,3.208,2.436,10.08814,-2.10000
2.818,3.127,3.143,2.343,10.08814,-2.10000
2.718,3.039,3.056,2.231,10.08814,-2.10000
2.621,2.950,2.967,2.125,10.08814,-2.10000
2.547,2.880,2.898,2.046,10.08814,-2.10000
2.473,2.809,2.827,1.969,10.08814,-2.10000
2.371,2.711,2.729,1.863,10.08814,-2.10000
2.263,2.606,2.625,1.751,10.08814,-2.10000
2.152,2.499,2.518,1.637,10.08814,-2.10000
2.027,2.377,2.396,1.509,10.08814,-2.10000
1.915,2.267,2.287,1.393,10.08814,-2.10000
1.792,2.147,2.167,1.268,10.08814,-2.10000
1.661,2.019,2.038,1.133,10.08814,-2.10000
1.544,1.905,1.925,1.015,10.08814,-2.10000
1.423,1.787,1.807,0.890,10.08814,-2.10000
1.304,1.670,1.691,0.769,10.08814,-2.10000
1.187,1.556,1.577,0.648,10.08814,-2.10000
1.071,1.443,1.464,0.530,10.08814,-2.10000
0.952,1.327,1.348,0.408,10.08814,-2.10000
0.836,1.214,1.235,0.289,10.08814,-2.10000
0.723,1.104,1.126,0.174,10.08814,-2.10000
0.612,0.996,1.018,0.060,10.08814,-2.10000
0.499,0.886,0.909,-0.057,10.08814,-2.10000
0.389,0.781,0.803,-0.170,10.08814,-2.10000
0.279,0.674,0.697,-0.283,10.08814,-2.10000
0.170,0.569,0.592,-0.396,10.08814,-2.10000
0.065,0.467,0.491,-0.504,10.08814,-2.10000
-0.039,0.367,0.391,-0.612,10.08814,-2.10000
-0.147,0.263,0.287,-0.724,10.08814,-2.10000
-0.247,0.166,0.191,-0.827,10.08814,-2.10000
-0.347,0.070,0.096,-0.930,10.08814,-2.10000
-0.450,-0.028,-0.003,-1.037,10.08814,-2.10000
-0.545,-0.120,-0.094,-1.137,10.08814,-2.10000
-0.640,-0.210,-0.184,-1.235,10.08814,-2.10000
-0.730,-0.296,-0.269,-1.328,10.08814,-2.10000
-0.803,-0.367,-0.339,-1.404,10.08814,-2.10000
-0.789,-0.353,-0.326,-1.388,10.08814,-2.10000
-0.805,-0.368,-0.341,-1.405,10.08814,-2.10000
-0.903,-0.462,-0.434,-1.508,10.08814,-2.10000
-1.009,-0.563,-0.535,-1.618,10.08814,-2.10000
-1.103,-0.653,-0.624,-1.717,10.08814,-2.10000
