Gmag,G_BPbrmag,G_BPftmag,G_RPmag,logAge,MH
13.510,15.194,15.237,12.313,10.02119,-1.80000
13.174,14.645,14.691,12.033,10.02119,-1.80000
12.376,13.495,13.545,11.357,10.02119,-1.80000
11.511,12.436,12.485,10.581,10.02119,-1.80000
10.998,11.850,11.898,10.107,10.02119,-1.80000
10.608,11.415,11.461,9.742,10.02119,-1.80000
10.277,11.054,11.100,9.429,10.02119,-1.80000
10.016,10.770,10.815,9.182,10.02119,-1.80000
9.473,10.182,10.226,8.666,10.02119,-1.80000
9.055,9.731,9.773,8.271,10.02119,-1.80000
8.712,9.358,9.400,7.948,10.02119,-1.80000
8.362,8.975,9.015,7.622,10.02119,-1.80000
7.921,8.482,8.520,7.219,10.02119,-1.80000
7.429,7.931,7.965,6.775,10.02119,-1.80000
6.888,7.335,7.365,6.281,10.02119,-1.80000
6.886,7.333,7.363,6.279,10.02119,-1.80000
6.353,6.742,6.766,5.798,10.02119,-1.80000
6.296,6.679,6.703,5.748,10.02119,-1.80000
6.139,6.504,6.525,5.607,10.02119,-1.80000
5.994,6.344,6.364,5.479,10.02119,-1.80000
5.872,6.208,6.226,5.370,10.02119,-1.80000
5.812,6.141,6.159,5.317,10.02119,-1.80000
5.771,6.095,6.113,5.281,10.02119,-1.80000
5.618,5.927,5.943,5.144,10.02119,-1.80000
5.471,5.767,5.782,5.012,10.02119,-1.80000
5.334,5.618,5.632,4.888,10.02119,-1.80000
5.268,5.546,5.559,4.828,10.02119,-1.80000
5.219,5.493,5.506,4.783,10.02119,-1.80000
5.079,5.344,5.356,4.656,10.02119,-1.80000
4.951,5.207,5.218,4.538,10.02119,-1.80000
4.823,5.071,5.082,4.420,10.02119,-1.80000
4.705,4.946,4.957,4.310,10.02119,-1.80000
4.645,4.883,4.893,4.254,10.02119,-1.80000
4.536,4.768,4.778,4.152,10.02119,-1.80000
4.406,4.632,4.642,4.031,10.02119,-1.80000
4.273,4.493,4.503,3.905,10.02119,-1.80000
4.140,4.356,4.365,3.780,10.02119,-1.80000
4.010,4.221,4.230,3.654,10.02119,-1.80000
3.881,4.089,4.098,3.531,10.02119,-1.80000
