Gmag,G_BPbrmag,G_BPftmag,G_RPmag,logAge,MH
12.099,13.070,13.120,11.146,9.97772,-2.19174
11.789,12.698,12.747,10.868,9.97772,-2.19174
11.678,12.566,12.615,10.768,9.97772,-2.19174
11.225,12.039,12.086,10.355,9.97772,-2.19174
11.012,11.794,11.840,10.160,9.97772,-2.19174
10.578,11.313,11.358,9.754,9.97772,-2.19174
10.244,10.951,10.994,9.438,9.97772,-2.19174
9.703,10.369,10.411,8.923,9.97772,-2.19174
9.198,9.830,9.870,8.443,9.97772,-2.19174
8.807,9.412,9.451,8.070,9.97772,-2.19174
8.478,9.060,9.097,7.760,9.97772,-2.19174
8.164,8.721,8.757,7.463,9.97772,-2.19174
8.001,8.543,8.578,7.312,9.97772,-2.19174
7.778,8.300,8.333,7.107,9.97772,-2.19174
7.356,7.840,7.870,6.716,9.97772,-2.19174
6.859,7.295,7.322,6.259,9.97772,-2.19174
6.355,6.738,6.759,5.806,9.97772,-2.19174
6.274,6.647,6.668,5.733,9.97772,-2.19174
6.140,6.498,6.518,5.613,9.97772,-2.19174
5.986,6.327,6.345,5.477,9.97772,-2.19174
5.849,6.175,6.191,5.357,9.97772,-2.19174
5.843,6.168,6.185,5.352,9.97772,-2.19174
5.808,6.129,6.145,5.320,9.97772,-2.19174
5.662,5.968,5.983,5.190,9.97772,-2.19174
5.530,5.823,5.837,5.072,9.97772,-2.19174
5.398,5.680,5.693,4.953,9.97772,-2.19174
5.322,5.597,5.609,4.884,9.97772,-2.19174
5.212,5.478,5.490,4.784,9.97772,-2.19174
5.070,5.326,5.336,4.655,9.97772,-2.19174
4.928,5.174,5.184,4.525,9.97772,-2.19174
4.796,5.034,5.044,4.404,9.97772,-2.19174
4.749,4.985,4.994,4.360,9.97772,-2.19174
4.641,4.870,4.879,4.261,9.97772,-2.19174
4.508,4.730,4.738,4.138,9.97772,-2.19174
4.383,4.598,4.607,4.021,9.97772,-2.19174
4.255,4.464,4.473,3.901,9.97772,-2.19174
4.126,4.330,4.338,3.780,9.97772,-2.19174
