Gmag,G_BPbrmag,G_BPftmag,G_RPmag,logAge,MH
14.257,16.847,16.889,12.881,10.07004,-0.90000
13.425,15.402,15.447,12.150,10.07004,-0.90000
12.463,13.935,13.982,11.312,10.07004,-0.90000
11.863,13.131,13.179,10.781,10.07004,-0.90000
11.434,12.602,12.651,10.390,10.07004,-0.90000
10.794,11.855,11.904,9.796,10.07004,-0.90000
10.217,11.205,11.253,9.253,10.07004,-0.90000
9.773,10.713,10.761,8.834,10.07004,-0.90000
9.407,10.311,10.359,8.486,10.07004,-0.90000
8.974,9.827,9.874,8.082,10.07004,-0.90000
8.897,9.739,9.786,8.011,10.07004,-0.90000
8.470,9.256,9.302,7.617,10.07004,-0.90000
7.886,8.572,8.616,7.097,10.07004,-0.90000
7.209,7.765,7.805,6.513,10.07004,-0.90000
6.607,7.069,7.104,5.989,10.07004,-0.90000
6.444,6.885,6.917,5.847,10.07004,-0.90000
6.217,6.627,6.657,5.647,10.07004,-0.90000
6.027,6.414,6.442,5.480,10.07004,-0.90000
5.999,6.383,6.410,5.455,10.07004,-0.90000
5.836,6.202,6.228,5.308,10.07004,-0.90000
5.686,6.037,6.061,5.174,10.07004,-0.90000
5.547,5.884,5.907,5.049,10.07004,-0.90000
5.476,5.806,5.827,4.985,10.07004,-0.90000
5.458,5.786,5.808,4.969,10.07004,-0.90000
5.350,5.669,5.689,4.872,10.07004,-0.90000
5.248,5.557,5.577,4.778,10.07004,-0.90000
5.146,5.447,5.466,4.686,10.07004,-0.90000
5.046,5.340,5.357,4.594,10.07004,-0.90000
4.909,5.193,5.210,4.467,10.07004,-0.90000
4.886,5.169,5.186,4.446,10.07004,-0.90000
4.794,5.072,5.088,4.359,10.07004,-0.90000
4.684,4.957,4.973,4.256,10.07004,-0.90000
4.572,4.840,4.855,4.149,10.07004,-0.90000
4.415,4.677,4.692,3.999,10.07004,-0.90000
4.259,4.517,4.532,3.848,10.07004,-0.90000
4.149,4.405,4.420,3.741,10.07004,-0.90000
4.083,4.338,4.353,3.676,10.07004,-0.90000
4.079,4.334,4.349,3.672,10.07004,-0.90000
4.018,4.273,4.288,3.612,10.07004,-0.90000
3.886,4.141,4.156,3.477,10.07004,-0.90000
3.762,4.022,4.037,3.350,10.07004,-0.90000
3.738,3.998,4.013,3.324,10.07004,-0.90000
3.646,3.913,3.929,3.224,10.07004,-0.90000
3.541,3.819,3.836,3.106,10.07004,-0.90000
3.465,3.757,3.775,3.014,10.07004,-0.90000
3.410,3.719,3.738,2.940,10.07004,-0.90000
3.358,3.686,3.707,2.868,10.07004,-0.90000
3.295,3.639,3.662,2.788,10.07004,-0.90000
3.215,3.572,3.595,2.696,10.07004,-0.90000
3.132,3.496,3.521,2.604,10.07004,-0.90000
3.084,3.452,3.477,2.553,10.07004,-0.90000
3.065,3.434,3.459,2.532,10.07004,-0.90000
2.959,3.333,3.358,2.422,10.07004,-0.90000
2.860,3.238,3.264,2.320,10.07004,-0.90000
2.742,3.123,3.149,2.198,10.07004,-0.90000
2.623,3.007,3.033,2.075,10.07004,-0.90000
2.492,2.879,2.906,1.941,10.07004,-0.90000
2.365,2.755,2.782,1.812,10.07004,-0.90000
2.249,2.642,2.669,1.692,10.07004,-0.90000
2.151,2.546,2.574,1.592,10.07004,-0.90000
2.033,2.432,2.460,1.472,10.07004,-0.90000
1.911,2.313,2.341,1.346,10.07004,-0.90000
1.789,2.195,2.223,1.220,10.07004,-0.90000
1.672,2.082,2.111,1.100,10.07004,-0.90000
1.558,1.972,2.001,0.982,10.07004,-0.90000
1.447,1.865,1.894,0.867,10.07004,-0.90000
1.334,1.756,1.786,0.750,10.07004,-0.90000
1.225,1.651,1.681,0.638,10.07004,-0.90000
1.115,1.546,1.576,0.523,10.07004,-0.90000
1.009,1.445,1.476,0.414,10.07004,-0.90000
0.908,1.349,1.380,0.309,10.07004,-0.90000
0.807,1.252,1.284,0.203,10.07004,-0.90000
0.710,1.159,1.191,0.101,10.07004,-0.90000
0.611,1.066,1.099,-0.002,10.07004,-0.90000
0.518,0.978,1.011,-0.100,10.07004,-0.90000
0.427,0.893,0.926,-0.196,10.07004,-0.90000
0.341,0.812,0.846,-0.286,10.07004,-0.90000
0.268,0.743,0.777,-0.362,10.07004,-0.90000
0.218,0.696,0.730,-0.415,10.07004,-0.90000
